URL,mime-type,nato-digital,numero-de-paginas,megabytes
data\outros\185432.pdf,application/pdf,True,2,0.03
data\outros\185433.pdf,application/pdf,True,12,0.37
data\outros\185434.pdf,application/pdf,True,3,0.07
data\outros\185435.pdf,application/pdf,True,3,0.03
data\outros\185436.pdf,application/pdf,True,7,0.17
data\outros\185438.pdf,application/pdf,True,2,0.02
data\outros\185440.pdf,application/pdf,True,3,0.05
data\outros\185441.pdf,application/pdf,True,5,0.1
data\outros\185442.pdf,application/pdf,True,3,0.12
data\outros\185443.pdf,application/pdf,True,3,0.07
data\outros\185444.pdf,application/pdf,True,2,0.04
data\outros\185445.pdf,application/pdf,True,4,0.07
data\outros\185446.pdf,application/pdf,True,2,0.05
data\outros\185447.pdf,application/pdf,True,2,0.05
data\outros\185448.pdf,application/pdf,True,5,0.06
data\outros\185449.pdf,application/pdf,True,4,0.11
data\outros\185450.pdf,application/pdf,True,3,0.05
data\outros\185451.pdf,application/pdf,True,3,0.04
data\outros\191684.pdf,application/pdf,True,2,0.07
data\outros\191685.pdf,application/pdf,True,4,0.13
data\outros\191686.pdf,application/pdf,True,3,0.05
data\outros\191687.pdf,application/pdf,True,2,0.02
data\outros\191688.pdf,application/pdf,True,3,0.04
data\outros\191689.pdf,application/pdf,True,4,0.06
data\outros\191690.pdf,application/pdf,True,2,0.02
data\outros\191691.pdf,application/pdf,True,3,0.08
data\outros\191692.pdf,application/pdf,True,6,0.11
data\outros\191693.pdf,application/pdf,True,3,0.09
data\outros\191694.pdf,application/pdf,True,3,0.07
data\outros\191695.pdf,application/pdf,True,2,0.03
data\outros\191696.pdf,application/pdf,True,4,0.06
data\outros\191698.pdf,application/pdf,True,4,0.05
data\outros\191699.pdf,application/pdf,True,2,0.03
data\outros\191700.pdf,application/pdf,True,8,0.23
data\outros\191701.pdf,application/pdf,True,2,0.05
data\outros\191703.pdf,application/pdf,True,2,0.03
data\outros\191704.pdf,application/pdf,True,2,0.04
data\outros\191705.pdf,application/pdf,True,3,0.04
data\outros\191706.pdf,application/pdf,True,3,0.05
data\outros\191707.pdf,application/pdf,True,9,0.16
data\outros\191708.pdf,application/pdf,True,2,0.03
data\outros\191709.pdf,application/pdf,True,4,0.04
data\outros\191710.pdf,application/pdf,True,2,0.02
data\outros\191711.pdf,application/pdf,True,3,0.04
data\outros\191712.pdf,application/pdf,True,5,0.16
data\outros\191713.pdf,application/pdf,True,6,0.13
data\outros\191714.pdf,application/pdf,True,3,0.04
data\outros\191715.pdf,application/pdf,True,2,0.05
data\outros\191716.pdf,application/pdf,True,1,0.02
data\outros\191717.pdf,application/pdf,True,5,0.05
data\outros\191718.pdf,application/pdf,True,5,0.1
data\outros\191720.pdf,application/pdf,True,3,0.03
data\outros\191721.pdf,application/pdf,True,2,0.03
data\outros\191722.pdf,application/pdf,True,5,0.09
data\outros\191723.pdf,application/pdf,True,4,0.09
data\outros\191724.pdf,application/pdf,True,5,0.08
data\outros\191725.pdf,application/pdf,True,2,0.04
data\outros\191727.pdf,application/pdf,True,3,0.06
data\outros\191728.pdf,application/pdf,True,3,0.08
data\outros\191729.pdf,application/pdf,True,1,0.03
data\outros\191730.pdf,application/pdf,True,2,0.03
data\outros\191731.pdf,application/pdf,True,4,0.08
data\outros\191732.pdf,application/pdf,True,6,0.1
data\outros\191734.pdf,application/pdf,True,3,0.08
data\outros\191735.pdf,application/pdf,True,2,0.02
data\outros\191736.pdf,application/pdf,True,6,0.15
data\outros\191737.pdf,application/pdf,True,2,0.05
data\outros\191738.pdf,application/pdf,True,2,0.03
data\outros\191739.pdf,application/pdf,True,4,0.05
data\outros\191740.pdf,application/pdf,True,2,0.02
data\outros\191742.pdf,application/pdf,True,3,0.06
data\outros\191743.pdf,application/pdf,True,3,0.06
data\outros\191744.pdf,application/pdf,True,2,0.06
data\outros\193581.pdf,application/pdf,True,5,0.06
data\outros\193582.pdf,application/pdf,True,3,0.04
data\outros\193583.pdf,application/pdf,True,4,0.06
data\outros\193584.pdf,application/pdf,True,4,0.08
data\outros\193585.pdf,application/pdf,True,3,0.08
data\outros\193586.pdf,application/pdf,True,2,0.03
data\outros\193588.pdf,application/pdf,True,4,0.04
data\outros\193589.pdf,application/pdf,True,4,0.08
data\outros\193590.pdf,application/pdf,True,2,0.03
data\outros\193591.pdf,application/pdf,True,6,0.28
data\outros\193593.pdf,application/pdf,True,4,0.04
data\outros\193594.pdf,application/pdf,True,3,0.06
data\outros\193595.pdf,application/pdf,True,2,0.05
data\outros\193596.pdf,application/pdf,True,9,0.15
data\outros\193598.pdf,application/pdf,True,2,0.03
data\outros\193599.pdf,application/pdf,True,4,0.09
data\outros\193600.pdf,application/pdf,True,22,0.29
data\outros\193601.pdf,application/pdf,True,3,0.04
data\outros\193602.pdf,application/pdf,True,3,0.04
data\outros\193603.pdf,application/pdf,True,2,0.04
data\outros\193605.pdf,application/pdf,True,5,0.11
data\outros\193606.pdf,application/pdf,True,3,0.07
data\outros\193607.pdf,application/pdf,True,5,0.12
data\outros\193608.pdf,application/pdf,True,8,0.18
data\outros\193609.pdf,application/pdf,True,7,0.14
data\outros\193611.pdf,application/pdf,True,4,0.08
data\outros\193612.pdf,application/pdf,True,3,0.05
data\outros\193613.pdf,application/pdf,True,1,0.02
data\outros\193614.pdf,application/pdf,True,8,0.12
data\outros\193615.pdf,application/pdf,True,4,0.09
data\outros\193616.pdf,application/pdf,True,2,0.04
data\outros\193617.pdf,application/pdf,True,3,0.09
data\outros\193618.pdf,application/pdf,True,4,0.12
data\outros\193619.pdf,application/pdf,True,4,0.06
data\outros\193620.pdf,application/pdf,True,2,0.05
data\outros\193621.pdf,application/pdf,True,3,0.04
data\outros\193622.pdf,application/pdf,True,9,0.26
data\outros\193623.pdf,application/pdf,True,2,0.03
data\outros\193625.pdf,application/pdf,True,4,0.07
data\outros\193626.pdf,application/pdf,True,3,0.04
data\outros\193627.pdf,application/pdf,True,3,0.04
data\outros\193628.pdf,application/pdf,True,6,0.14
data\outros\193629.pdf,application/pdf,True,1,0.02
data\outros\193630.pdf,application/pdf,True,2,0.06
data\outros\193631.pdf,application/pdf,True,3,0.09
data\outros\193632.pdf,application/pdf,True,2,0.05
data\outros\193633.pdf,application/pdf,True,6,0.08
data\outros\193634.pdf,application/pdf,True,4,0.08
data\outros\193635.pdf,application/pdf,True,3,0.09
data\outros\193637.pdf,application/pdf,True,7,0.12
data\outros\193639.pdf,application/pdf,True,2,0.04
data\outros\193640.pdf,application/pdf,True,2,0.03
data\outros\193641.pdf,application/pdf,True,5,0.07
data\outros\199683.pdf,application/pdf,True,6,0.12
data\outros\199685.pdf,application/pdf,True,3,0.04
data\outros\199686.pdf,application/pdf,True,4,0.07
data\outros\199687.pdf,application/pdf,True,4,0.1
data\outros\199688.pdf,application/pdf,True,7,0.09
data\outros\199690.pdf,application/pdf,True,3,0.07
data\outros\199691.pdf,application/pdf,True,3,0.08
data\outros\199692.pdf,application/pdf,True,3,0.05
data\outros\199693.pdf,application/pdf,True,2,0.04
data\outros\199694.pdf,application/pdf,True,2,0.03
data\outros\199695.pdf,application/pdf,True,1,0.02
data\outros\199697.pdf,application/pdf,True,2,0.03
data\outros\199698.pdf,application/pdf,True,2,0.03
data\outros\199700.pdf,application/pdf,True,4,0.04
data\outros\199701.pdf,application/pdf,True,3,0.04
data\outros\199702.pdf,application/pdf,True,3,0.05
data\outros\199704.pdf,application/pdf,True,4,0.06
data\outros\199705.pdf,application/pdf,True,2,0.05
data\outros\199706.pdf,application/pdf,True,14,0.33
data\outros\199707.pdf,application/pdf,True,2,0.03
data\outros\199708.pdf,application/pdf,True,2,0.04
data\outros\199709.pdf,application/pdf,True,2,0.04
data\outros\199710.pdf,application/pdf,True,3,0.05
data\outros\199711.pdf,application/pdf,True,3,0.04
data\outros\199712.pdf,application/pdf,True,14,0.54
data\outros\199713.pdf,application/pdf,True,4,0.06
data\outros\199714.pdf,application/pdf,True,1,0.02
data\outros\199717.pdf,application/pdf,True,2,0.02
data\outros\199718.pdf,application/pdf,True,3,0.07
data\outros\199720.pdf,application/pdf,True,3,0.05
data\outros\199721.pdf,application/pdf,True,3,0.06
data\outros\199722.pdf,application/pdf,True,3,0.04
data\outros\199723.pdf,application/pdf,True,2,0.03
data\outros\199724.pdf,application/pdf,True,1,0.02
data\outros\199725.pdf,application/pdf,True,3,0.04
data\outros\199726.pdf,application/pdf,True,2,0.03
data\outros\199727.pdf,application/pdf,True,4,0.04
data\outros\199728.pdf,application/pdf,True,4,0.16
data\outros\199729.pdf,application/pdf,True,2,0.02
data\outros\199730.pdf,application/pdf,True,3,0.09
data\outros\199731.pdf,application/pdf,True,3,0.04
data\outros\199732.pdf,application/pdf,True,3,0.04
data\outros\199733.pdf,application/pdf,True,4,0.06
data\outros\199734.pdf,application/pdf,True,2,0.02
data\outros\199735.pdf,application/pdf,True,8,0.12
data\outros\199736.pdf,application/pdf,True,12,0.15
data\outros\199737.pdf,application/pdf,True,3,0.07
data\outros\199738.pdf,application/pdf,True,4,0.05
data\outros\199739.pdf,application/pdf,True,5,0.08
data\outros\199740.pdf,application/pdf,True,2,0.03
data\outros\199741.pdf,application/pdf,True,5,0.16
data\outros\199742.pdf,application/pdf,True,3,0.06
data\outros\2.pdf,application/pdf,True,5,0.09
data\outros\20.pdf,application/pdf,True,7,0.13
data\outros\201622.pdf,application/pdf,True,4,0.05
data\outros\201623.pdf,application/pdf,True,7,0.28
data\outros\201624.pdf,application/pdf,True,4,0.06
data\outros\201625.pdf,application/pdf,True,2,0.03
data\outros\201626.pdf,application/pdf,True,5,0.09
data\outros\201627.pdf,application/pdf,True,4,0.04
data\outros\201628.pdf,application/pdf,True,3,0.04
data\outros\201629.pdf,application/pdf,True,3,0.04
data\outros\201630.pdf,application/pdf,True,4,0.06
data\outros\201631.pdf,application/pdf,True,2,0.03
data\outros\201632.pdf,application/pdf,True,4,0.06
data\outros\201633.pdf,application/pdf,True,3,0.06
data\outros\201634.pdf,application/pdf,True,2,0.06
data\outros\201635.pdf,application/pdf,True,4,0.07
data\outros\201636.pdf,application/pdf,True,2,0.04
data\outros\201637.pdf,application/pdf,True,2,0.04
data\outros\201640.pdf,application/pdf,True,6,0.14
data\outros\201641.pdf,application/pdf,True,2,0.05
data\outros\201642.pdf,application/pdf,True,1,0.03
data\outros\201643.pdf,application/pdf,True,2,0.03
data\outros\201644.pdf,application/pdf,True,4,0.05
data\outros\201645.pdf,application/pdf,True,7,0.19
data\outros\201647.pdf,application/pdf,True,2,0.07
data\outros\201648.pdf,application/pdf,True,2,0.04
data\outros\201649.pdf,application/pdf,True,3,0.05
data\outros\201650.pdf,application/pdf,True,4,0.06
data\outros\201651.pdf,application/pdf,True,12,0.29
data\outros\201653.pdf,application/pdf,True,6,0.13
data\outros\201654.pdf,application/pdf,True,3,0.07
data\outros\201655.pdf,application/pdf,True,5,0.1
data\outros\201656.pdf,application/pdf,True,2,0.05
data\outros\201657.pdf,application/pdf,True,3,0.04
data\outros\201658.pdf,application/pdf,True,5,0.11
data\outros\201659.pdf,application/pdf,True,6,0.08
data\outros\201660.pdf,application/pdf,True,3,0.04
data\outros\201661.pdf,application/pdf,True,3,0.06
data\outros\201662.pdf,application/pdf,True,3,0.05
data\outros\201663.pdf,application/pdf,True,3,0.04
data\outros\201664.pdf,application/pdf,True,2,0.05
data\outros\201665.pdf,application/pdf,True,3,0.04
data\outros\201666.pdf,application/pdf,True,3,0.04
data\outros\201667.pdf,application/pdf,True,2,0.03
data\outros\201668.pdf,application/pdf,True,7,0.13
data\outros\201669.pdf,application/pdf,True,5,0.16
data\outros\201670.pdf,application/pdf,True,20,0.3
data\outros\201671.pdf,application/pdf,True,4,0.05
data\outros\201672.pdf,application/pdf,True,3,0.04
data\outros\201673.pdf,application/pdf,True,3,0.06
data\outros\201674.pdf,application/pdf,True,4,0.06
data\outros\201675.pdf,application/pdf,True,1,0.03
data\outros\201676.pdf,application/pdf,True,2,0.04
data\outros\201677.pdf,application/pdf,True,4,0.11
data\outros\201678.pdf,application/pdf,True,2,0.02
data\outros\201679.pdf,application/pdf,True,4,0.05
data\outros\201680.pdf,application/pdf,True,3,0.07
data\outros\201683.pdf,application/pdf,True,5,0.07
data\outros\207538.pdf,application/pdf,True,1,0.03
data\outros\207539.pdf,application/pdf,True,3,0.05
data\outros\207540.pdf,application/pdf,True,3,0.03
data\outros\207541.pdf,application/pdf,True,3,0.03
data\outros\207542.pdf,application/pdf,True,2,0.02
data\outros\207543.pdf,application/pdf,True,2,0.03
data\outros\207544.pdf,application/pdf,True,2,0.04
data\outros\207545.pdf,application/pdf,True,2,0.03
data\outros\207546.pdf,application/pdf,True,2,0.03
data\outros\207547.pdf,application/pdf,True,2,0.03
data\outros\207548.pdf,application/pdf,True,6,0.13
data\outros\207549.pdf,application/pdf,True,6,0.19
data\outros\207550.pdf,application/pdf,True,6,0.1
data\outros\207551.pdf,application/pdf,True,4,0.05
data\outros\207552.pdf,application/pdf,True,3,0.06
data\outros\207553.pdf,application/pdf,True,8,0.12
data\outros\207554.pdf,application/pdf,True,4,0.05
data\outros\207555.pdf,application/pdf,True,4,0.05
data\outros\207556.pdf,application/pdf,True,4,0.06
data\outros\207557.pdf,application/pdf,True,4,0.08
data\outros\207558.pdf,application/pdf,True,3,0.06
data\outros\207559.pdf,application/pdf,True,7,0.16
data\outros\207560.pdf,application/pdf,True,2,0.08
data\outros\207561.pdf,application/pdf,True,2,0.03
data\outros\207562.pdf,application/pdf,True,2,0.04
data\outros\207563.pdf,application/pdf,True,2,0.04
data\outros\207564.pdf,application/pdf,True,2,0.03
data\outros\207565.pdf,application/pdf,True,3,0.07
data\outros\207566.pdf,application/pdf,True,2,0.04
data\outros\207567.pdf,application/pdf,True,2,0.03
data\outros\207568.pdf,application/pdf,True,2,0.04
data\outros\207569.pdf,application/pdf,True,3,0.05
data\outros\207570.pdf,application/pdf,True,4,0.09
data\outros\207571.pdf,application/pdf,True,3,0.04
data\outros\207572.pdf,application/pdf,True,4,0.08
data\outros\207573.pdf,application/pdf,True,2,0.03
data\outros\207574.pdf,application/pdf,True,9,0.26
data\outros\207575.pdf,application/pdf,True,4,0.08
data\outros\207576.pdf,application/pdf,True,2,0.04
data\outros\207577.pdf,application/pdf,True,2,0.04
data\outros\207578.pdf,application/pdf,True,6,0.1
data\outros\207579.pdf,application/pdf,True,2,0.03
data\outros\207580.pdf,application/pdf,True,3,0.04
data\outros\207581.pdf,application/pdf,True,3,0.05
data\outros\207582.pdf,application/pdf,True,10,0.23
data\outros\207583.pdf,application/pdf,True,4,0.1
data\outros\207584.pdf,application/pdf,True,2,0.03
data\outros\207585.pdf,application/pdf,True,3,0.09
data\outros\207586.pdf,application/pdf,True,3,0.06
data\outros\207587.pdf,application/pdf,True,2,0.03
data\outros\207588.pdf,application/pdf,True,4,0.06
data\outros\207589.pdf,application/pdf,True,3,0.06
data\outros\207590.pdf,application/pdf,True,4,0.08
data\outros\207591.pdf,application/pdf,True,3,0.06
data\outros\207592.pdf,application/pdf,True,3,0.1
data\outros\207593.pdf,application/pdf,True,6,0.07
data\outros\207594.pdf,application/pdf,True,1,0.02
data\outros\207595.pdf,application/pdf,True,5,0.11
data\outros\207596.pdf,application/pdf,True,3,0.06
data\outros\207597.pdf,application/pdf,True,2,0.03
data\outros\209328.pdf,application/pdf,True,5,0.08
data\outros\209329.pdf,application/pdf,True,5,0.09
data\outros\209330.pdf,application/pdf,True,4,0.06
data\outros\209331.pdf,application/pdf,True,8,0.2
data\outros\209332.pdf,application/pdf,True,4,0.13
data\outros\209333.pdf,application/pdf,True,3,0.05
data\outros\209334.pdf,application/pdf,True,3,0.07
data\outros\209336.pdf,application/pdf,True,2,0.03
data\outros\209337.pdf,application/pdf,True,3,0.06
data\outros\209338.pdf,application/pdf,True,2,0.03
data\outros\209339.pdf,application/pdf,True,5,0.1
data\outros\209340.pdf,application/pdf,True,3,0.04
data\outros\209341.pdf,application/pdf,True,2,0.03
data\outros\209342.pdf,application/pdf,True,4,0.1
data\outros\209344.pdf,application/pdf,True,2,0.04
data\outros\209345.pdf,application/pdf,True,6,0.14
data\outros\209346.pdf,application/pdf,True,2,0.06
data\outros\209348.pdf,application/pdf,True,5,0.07
data\outros\209349.pdf,application/pdf,True,3,0.03
data\outros\209350.pdf,application/pdf,True,3,0.08
data\outros\209351.pdf,application/pdf,True,3,0.07
data\outros\209352.pdf,application/pdf,True,7,0.14
data\outros\209353.pdf,application/pdf,True,2,0.04
data\outros\209354.pdf,application/pdf,True,2,0.03
data\outros\209355.pdf,application/pdf,True,5,0.07
data\outros\209357.pdf,application/pdf,True,2,0.05
data\outros\209358.pdf,application/pdf,True,5,0.09
data\outros\209359.pdf,application/pdf,True,2,0.04
data\outros\209360.pdf,application/pdf,True,2,0.03
data\outros\209361.pdf,application/pdf,True,3,0.06
data\outros\209362.pdf,application/pdf,True,4,0.04
data\outros\209363.pdf,application/pdf,True,2,0.05
data\outros\209364.pdf,application/pdf,True,5,0.07
data\outros\209365.pdf,application/pdf,True,4,0.06
data\outros\209366.pdf,application/pdf,True,1,0.02
data\outros\209367.pdf,application/pdf,True,3,0.1
data\outros\209369.pdf,application/pdf,True,2,0.03
data\outros\209370.pdf,application/pdf,True,2,0.03
data\outros\209371.pdf,application/pdf,True,5,0.07
data\outros\209372.pdf,application/pdf,True,2,0.03
data\outros\209373.pdf,application/pdf,True,5,0.12
data\outros\209374.pdf,application/pdf,True,1,0.02
data\outros\209375.pdf,application/pdf,True,3,0.07
data\outros\209376.pdf,application/pdf,True,2,0.04
data\outros\209377.pdf,application/pdf,True,3,0.04
data\outros\209378.pdf,application/pdf,True,4,0.05
data\outros\209380.pdf,application/pdf,True,3,0.04
data\outros\209381.pdf,application/pdf,True,3,0.07
data\outros\209382.pdf,application/pdf,True,3,0.07
data\outros\209383.pdf,application/pdf,True,4,0.08
data\outros\209384.pdf,application/pdf,True,1,0.02
data\outros\209386.pdf,application/pdf,True,5,0.1
data\outros\209387.pdf,application/pdf,True,2,0.03
data\outros\21.pdf,application/pdf,True,6,0.12
data\outros\21529.pdf,application/pdf,True,7,0.15
data\outros\21530.pdf,application/pdf,True,7,0.15
data\outros\21531.pdf,application/pdf,True,2,0.03
data\outros\21532.pdf,application/pdf,True,9,0.2
data\outros\21533.pdf,application/pdf,True,6,0.13
data\outros\21534.pdf,application/pdf,True,6,0.13
data\outros\21535.pdf,application/pdf,True,5,0.1
data\outros\21536.pdf,application/pdf,True,8,0.16
data\outros\21537.pdf,application/pdf,True,7,0.13
data\outros\21538.pdf,application/pdf,True,10,0.21
data\outros\21539.pdf,application/pdf,True,5,0.1
data\outros\21540.pdf,application/pdf,True,7,0.13
data\outros\21541.pdf,application/pdf,True,4,0.08
data\outros\21542.pdf,application/pdf,True,5,0.1
data\outros\21543.pdf,application/pdf,True,5,0.09
data\outros\21544.pdf,application/pdf,True,5,0.11
data\outros\21545.pdf,application/pdf,True,8,0.17
data\outros\21546.pdf,application/pdf,True,8,0.17
data\outros\21547.pdf,application/pdf,True,7,0.15
data\outros\21548.pdf,application/pdf,True,6,0.13
data\outros\21549.pdf,application/pdf,True,7,0.15
data\outros\21550.pdf,application/pdf,True,7,0.16
data\outros\21551.pdf,application/pdf,True,7,0.14
data\outros\21552.pdf,application/pdf,True,7,0.14
data\outros\21553.pdf,application/pdf,True,8,0.17
data\outros\21554.pdf,application/pdf,True,8,0.17
data\outros\21555.pdf,application/pdf,True,3,0.06
data\outros\21556.pdf,application/pdf,True,5,0.1
data\outros\21557.pdf,application/pdf,True,7,0.14
data\outros\21558.pdf,application/pdf,True,3,0.07
data\outros\21559.pdf,application/pdf,True,5,0.14
data\outros\21560.pdf,application/pdf,True,5,0.13
data\outros\21561.pdf,application/pdf,True,4,0.1
data\outros\21562.pdf,application/pdf,True,4,0.11
data\outros\21563.pdf,application/pdf,True,4,0.09
data\outros\21564.pdf,application/pdf,True,3,0.07
data\outros\21565.pdf,application/pdf,True,4,0.1
data\outros\21566.pdf,application/pdf,True,3,0.07
data\outros\21567.pdf,application/pdf,True,4,0.11
data\outros\215672.pdf,application/pdf,True,2,0.03
data\outros\215673.pdf,application/pdf,True,5,0.12
data\outros\215674.pdf,application/pdf,True,3,0.04
data\outros\215675.pdf,application/pdf,True,3,0.04
data\outros\215676.pdf,application/pdf,True,2,0.03
data\outros\215677.pdf,application/pdf,True,2,0.03
data\outros\215678.pdf,application/pdf,True,1,0.02
data\outros\21568.pdf,application/pdf,True,4,0.1
data\outros\215680.pdf,application/pdf,True,2,0.03
data\outros\215681.pdf,application/pdf,True,7,0.17
data\outros\215682.pdf,application/pdf,True,3,0.06
data\outros\215683.pdf,application/pdf,True,2,0.05
data\outros\215684.pdf,application/pdf,True,9,0.1
data\outros\215685.pdf,application/pdf,True,3,0.04
data\outros\215686.pdf,application/pdf,True,3,0.04
data\outros\215687.pdf,application/pdf,True,2,0.02
data\outros\215688.pdf,application/pdf,True,2,0.03
data\outros\215689.pdf,application/pdf,True,4,0.06
data\outros\21569.pdf,application/pdf,True,3,0.08
data\outros\215690.pdf,application/pdf,True,2,0.05
data\outros\215691.pdf,application/pdf,True,2,0.03
data\outros\215692.pdf,application/pdf,True,4,0.08
data\outros\215693.pdf,application/pdf,True,2,0.08
data\outros\215694.pdf,application/pdf,True,3,0.04
data\outros\215695.pdf,application/pdf,True,4,0.06
data\outros\215696.pdf,application/pdf,True,4,0.04
data\outros\215697.pdf,application/pdf,True,4,0.05
data\outros\215698.pdf,application/pdf,True,3,0.06
data\outros\215699.pdf,application/pdf,True,6,0.13
data\outros\21570.pdf,application/pdf,True,6,0.16
data\outros\215700.pdf,application/pdf,True,10,0.31
data\outros\215701.pdf,application/pdf,True,3,0.09
data\outros\215702.pdf,application/pdf,True,2,0.04
data\outros\215703.pdf,application/pdf,True,2,0.04
data\outros\215704.pdf,application/pdf,True,2,0.04
data\outros\215705.pdf,application/pdf,True,4,0.12
data\outros\215706.pdf,application/pdf,True,6,0.08
data\outros\215707.pdf,application/pdf,True,3,0.05
data\outros\215708.pdf,application/pdf,True,9,0.18
data\outros\215709.pdf,application/pdf,True,2,0.08
data\outros\21571.pdf,application/pdf,True,3,0.08
data\outros\215710.pdf,application/pdf,True,2,0.05
data\outros\215711.pdf,application/pdf,True,2,0.05
data\outros\215712.pdf,application/pdf,True,3,0.06
data\outros\215713.pdf,application/pdf,True,3,0.07
data\outros\215714.pdf,application/pdf,True,2,0.02
data\outros\215715.pdf,application/pdf,True,2,0.03
data\outros\215716.pdf,application/pdf,True,3,0.06
data\outros\215717.pdf,application/pdf,True,3,0.08
data\outros\215718.pdf,application/pdf,True,3,0.08
data\outros\215719.pdf,application/pdf,True,2,0.04
data\outros\21572.pdf,application/pdf,True,4,0.12
data\outros\215720.pdf,application/pdf,True,2,0.03
data\outros\215721.pdf,application/pdf,True,2,0.04
data\outros\215722.pdf,application/pdf,True,12,0.22
data\outros\215725.pdf,application/pdf,True,2,0.05
data\outros\215726.pdf,application/pdf,True,1,0.03
data\outros\215728.pdf,application/pdf,True,4,0.07
data\outros\215729.pdf,application/pdf,True,1,0.03
data\outros\21573.pdf,application/pdf,True,3,0.07
data\outros\215730.pdf,application/pdf,True,1,0.02
data\outros\215732.pdf,application/pdf,True,2,0.03
data\outros\21574.pdf,application/pdf,True,5,0.15
data\outros\21575.pdf,application/pdf,True,4,0.09
data\outros\21576.pdf,application/pdf,True,3,0.08
data\outros\21577.pdf,application/pdf,True,5,0.12
data\outros\21578.pdf,application/pdf,True,3,0.08
data\outros\21579.pdf,application/pdf,True,3,0.06
data\outros\21580.pdf,application/pdf,True,4,0.11
data\outros\21581.pdf,application/pdf,True,4,0.1
data\outros\21582.pdf,application/pdf,True,5,0.15
data\outros\21583.pdf,application/pdf,True,4,0.11
data\outros\21584.pdf,application/pdf,True,3,0.07
data\outros\21585.pdf,application/pdf,True,4,0.11
data\outros\21586.pdf,application/pdf,True,3,0.08
data\outros\21587.pdf,application/pdf,True,3,0.08
data\outros\21588.pdf,application/pdf,True,7,0.16
data\outros\21589.pdf,application/pdf,True,7,0.16
data\outros\217560.pdf,application/pdf,True,4,0.1
data\outros\217561.pdf,application/pdf,True,4,0.06
data\outros\217562.pdf,application/pdf,True,3,0.04
data\outros\217563.pdf,application/pdf,True,2,0.03
data\outros\217565.pdf,application/pdf,True,3,0.06
data\outros\217566.pdf,application/pdf,True,2,0.04
data\outros\217567.pdf,application/pdf,True,8,0.11
data\outros\217568.pdf,application/pdf,True,5,0.09
data\outros\217570.pdf,application/pdf,True,2,0.05
data\outros\217571.pdf,application/pdf,True,2,0.03
data\outros\217572.pdf,application/pdf,True,4,0.08
data\outros\217573.pdf,application/pdf,True,2,0.03
data\outros\217574.pdf,application/pdf,True,2,0.04
data\outros\217575.pdf,application/pdf,True,6,0.11
data\outros\217576.pdf,application/pdf,True,3,0.06
data\outros\217577.pdf,application/pdf,True,3,0.04
data\outros\217578.pdf,application/pdf,True,5,0.12
data\outros\217579.pdf,application/pdf,True,4,0.04
data\outros\217580.pdf,application/pdf,True,2,0.05
data\outros\217582.pdf,application/pdf,False,3,0.05
data\outros\217583.pdf,application/pdf,True,3,0.04
data\outros\217584.pdf,application/pdf,True,6,0.12
data\outros\217585.pdf,application/pdf,True,3,0.06
data\outros\217586.pdf,application/pdf,True,5,0.12
data\outros\217587.pdf,application/pdf,True,4,0.04
data\outros\217588.pdf,application/pdf,True,5,0.11
data\outros\217589.pdf,application/pdf,True,4,0.08
data\outros\217590.pdf,application/pdf,True,4,0.09
data\outros\217591.pdf,application/pdf,True,2,0.05
data\outros\217592.pdf,application/pdf,True,4,0.08
data\outros\217593.pdf,application/pdf,True,2,0.04
data\outros\217594.pdf,application/pdf,True,2,0.04
data\outros\217595.pdf,application/pdf,True,5,0.07
data\outros\217596.pdf,application/pdf,True,2,0.02
data\outros\217597.pdf,application/pdf,True,2,0.03
data\outros\217598.pdf,application/pdf,True,2,0.03
data\outros\217599.pdf,application/pdf,True,2,0.07
data\outros\217600.pdf,application/pdf,True,4,0.06
data\outros\217601.pdf,application/pdf,True,2,0.03
data\outros\217602.pdf,application/pdf,True,2,0.04
data\outros\217603.pdf,application/pdf,True,8,0.14
data\outros\217604.pdf,application/pdf,True,5,0.06
data\outros\217605.pdf,application/pdf,True,2,0.03
data\outros\217606.pdf,application/pdf,True,5,0.09
data\outros\217607.pdf,application/pdf,True,2,0.02
data\outros\217608.pdf,application/pdf,True,2,0.03
data\outros\217609.pdf,application/pdf,True,4,0.09
data\outros\217610.pdf,application/pdf,True,5,0.17
data\outros\217611.pdf,application/pdf,True,2,0.02
data\outros\217613.pdf,application/pdf,True,8,0.3
data\outros\217614.pdf,application/pdf,True,5,0.07
data\outros\217615.pdf,application/pdf,True,2,0.06
data\outros\217616.pdf,application/pdf,True,5,0.11
data\outros\217617.pdf,application/pdf,True,4,0.04
data\outros\217618.pdf,application/pdf,True,3,0.04
data\outros\217619.pdf,application/pdf,True,5,0.06
data\outros\22.pdf,application/pdf,True,6,0.13
data\outros\223845.pdf,application/pdf,True,3,0.06
data\outros\223846.pdf,application/pdf,True,4,0.07
data\outros\223847.pdf,application/pdf,True,2,0.03
data\outros\223848.pdf,application/pdf,True,4,0.07
data\outros\223849.pdf,application/pdf,True,3,0.07
data\outros\223850.pdf,application/pdf,True,4,0.05
data\outros\223851.pdf,application/pdf,True,3,0.04
data\outros\223852.pdf,application/pdf,True,1,0.02
data\outros\223853.pdf,application/pdf,True,2,0.04
data\outros\223854.pdf,application/pdf,True,2,0.07
data\outros\223855.pdf,application/pdf,True,3,0.03
data\outros\223856.pdf,application/pdf,True,3,0.07
data\outros\223857.pdf,application/pdf,True,3,0.05
