URL,mime-type,nato-digital,numero-de-paginas,megabytes
data\outros\94937.pdf,application/pdf,True,2,0.06
data\outros\94938.pdf,application/pdf,True,2,0.02
data\outros\94939.pdf,application/pdf,True,3,0.05
data\outros\94940.pdf,application/pdf,True,2,0.04
data\outros\94941.pdf,application/pdf,True,4,0.1
data\outros\94942.pdf,application/pdf,True,2,0.06
data\outros\94943.pdf,application/pdf,True,5,0.09
data\outros\94944.pdf,application/pdf,True,3,0.05
data\outros\94945.pdf,application/pdf,True,9,0.27
data\outros\94946.pdf,application/pdf,True,4,0.05
data\outros\94947.pdf,application/pdf,True,2,0.03
data\outros\94948.pdf,application/pdf,True,2,0.03
data\outros\94949.pdf,application/pdf,True,2,0.03
data\outros\94950.pdf,application/pdf,True,2,0.03
data\outros\94951.pdf,application/pdf,True,3,0.04
data\outros\94952.pdf,application/pdf,True,3,0.07
data\outros\94953.pdf,application/pdf,True,3,0.03
data\outros\94954.pdf,application/pdf,True,5,0.12
data\outros\94955.pdf,application/pdf,True,5,0.13
data\outros\94956.pdf,application/pdf,True,4,0.05
data\outros\94957.pdf,application/pdf,True,4,0.07
data\outros\94958.pdf,application/pdf,True,4,0.1
data\outros\94959.pdf,application/pdf,True,7,0.14
data\outros\94960.pdf,application/pdf,True,5,0.1
data\outros\94961.pdf,application/pdf,True,2,0.04
data\outros\94962.pdf,application/pdf,True,5,0.07
data\outros\94963.pdf,application/pdf,True,7,0.09
data\outros\94964.pdf,application/pdf,True,5,0.09
data\outros\94965.pdf,application/pdf,True,2,0.03
data\outros\94966.pdf,application/pdf,True,10,0.14
data\outros\94967.pdf,application/pdf,True,2,0.05
data\outros\94968.pdf,application/pdf,True,4,0.09
data\outros\94969.pdf,application/pdf,True,4,0.05
data\outros\94970.pdf,application/pdf,True,3,0.04
data\outros\94971.pdf,application/pdf,True,2,0.03
data\outros\94972.pdf,application/pdf,True,4,0.1
data\outros\94973.pdf,application/pdf,True,2,0.05
data\outros\951462.pdf,application/pdf,True,3,0.07
data\outros\951463.pdf,application/pdf,True,3,0.09
data\outros\951464.pdf,application/pdf,True,2,0.03
data\outros\951465.pdf,application/pdf,True,4,0.08
data\outros\951466.pdf,application/pdf,True,3,0.04
data\outros\951467.pdf,application/pdf,True,3,0.04
data\outros\951468.pdf,application/pdf,True,2,0.03
data\outros\951471.pdf,application/pdf,True,4,0.1
data\outros\951472.pdf,application/pdf,True,5,0.09
data\outros\951473.pdf,application/pdf,True,3,0.04
data\outros\951474.pdf,application/pdf,True,6,0.14
data\outros\951476.pdf,application/pdf,True,6,0.1
data\outros\951477.pdf,application/pdf,True,6,0.1
data\outros\951481.pdf,application/pdf,True,3,0.04
data\outros\951485.pdf,application/pdf,True,2,0.04
data\outros\951486.pdf,application/pdf,True,2,0.03
data\outros\951488.pdf,application/pdf,True,4,0.12
data\outros\951491.pdf,application/pdf,True,4,0.05
data\outros\951492.pdf,application/pdf,True,6,0.1
data\outros\951493.pdf,application/pdf,True,3,0.04
data\outros\951494.pdf,application/pdf,True,6,0.13
data\outros\951497.pdf,application/pdf,True,3,0.06
data\outros\951499.pdf,application/pdf,True,3,0.04
data\outros\951500.pdf,application/pdf,True,3,0.08
data\outros\951501.pdf,application/pdf,True,8,0.11
data\outros\951502.pdf,application/pdf,True,3,0.04
data\outros\951503.pdf,application/pdf,True,4,0.07
data\outros\951504.pdf,application/pdf,True,2,0.07
data\outros\951505.pdf,application/pdf,True,3,0.05
data\outros\951506.pdf,application/pdf,True,2,0.05
data\outros\951507.pdf,application/pdf,True,3,0.05
data\outros\951508.pdf,application/pdf,True,6,0.07
data\outros\951509.pdf,application/pdf,True,4,0.06
data\outros\951510.pdf,application/pdf,True,2,0.05
data\outros\951511.pdf,application/pdf,True,3,0.04
data\outros\951512.pdf,application/pdf,True,2,0.04
data\outros\951514.pdf,application/pdf,True,2,0.04
data\outros\951519.pdf,application/pdf,True,7,0.13
data\outros\951521.pdf,application/pdf,True,5,0.11
data\outros\966623.pdf,application/pdf,True,6,0.1
data\outros\966624.pdf,application/pdf,True,5,0.09
data\outros\966625.pdf,application/pdf,True,2,0.06
data\outros\966626.pdf,application/pdf,True,3,0.07
data\outros\966627.pdf,application/pdf,True,4,0.08
data\outros\966628.pdf,application/pdf,True,5,0.11
data\outros\966629.pdf,application/pdf,True,4,0.06
data\outros\966630.pdf,application/pdf,True,4,0.08
data\outros\966631.pdf,application/pdf,True,4,0.1
data\outros\966632.pdf,application/pdf,True,5,0.09
data\outros\966633.pdf,application/pdf,True,4,0.08
data\outros\966634.pdf,application/pdf,True,5,0.13
data\outros\966635.pdf,application/pdf,True,4,0.1
data\outros\966636.pdf,application/pdf,True,3,0.07
data\outros\966637.pdf,application/pdf,True,4,0.09
data\outros\966638.pdf,application/pdf,True,4,0.08
data\outros\966639.pdf,application/pdf,True,4,0.08
data\outros\966640.pdf,application/pdf,True,5,0.09
data\outros\966641.pdf,application/pdf,True,5,0.1
data\outros\966642.pdf,application/pdf,True,3,0.05
data\outros\966643.pdf,application/pdf,True,2,0.04
data\outros\966644.pdf,application/pdf,True,4,0.1
data\outros\966645.pdf,application/pdf,True,5,0.09
data\outros\966646.pdf,application/pdf,True,3,0.05
data\outros\966647.pdf,application/pdf,True,3,0.06
data\outros\966648.pdf,application/pdf,True,5,0.1
data\outros\966649.pdf,application/pdf,True,3,0.05
data\outros\966650.pdf,application/pdf,True,5,0.1
data\outros\966651.pdf,application/pdf,True,4,0.07
data\outros\966652.pdf,application/pdf,True,6,0.12
data\outros\966653.pdf,application/pdf,True,3,0.06
data\outros\966654.pdf,application/pdf,True,4,0.09
data\outros\966655.pdf,application/pdf,True,4,0.08
data\outros\966656.pdf,application/pdf,True,7,0.14
data\outros\966657.pdf,application/pdf,True,4,0.08
data\outros\966658.pdf,application/pdf,True,5,0.1
data\outros\966659.pdf,application/pdf,True,4,0.08
data\outros\966660.pdf,application/pdf,True,5,0.09
data\outros\966661.pdf,application/pdf,True,5,0.1
data\outros\966662.pdf,application/pdf,True,5,0.11
data\outros\966663.pdf,application/pdf,True,5,0.1
data\outros\966664.pdf,application/pdf,True,4,0.1
data\outros\966665.pdf,application/pdf,True,6,0.14
data\outros\966666.pdf,application/pdf,True,6,0.14
data\outros\966667.pdf,application/pdf,True,5,0.09
data\outros\966668.pdf,application/pdf,True,3,0.06
data\outros\966669.pdf,application/pdf,True,5,0.09
data\outros\966670.pdf,application/pdf,True,4,0.09
data\outros\966671.pdf,application/pdf,True,5,0.1
data\outros\966672.pdf,application/pdf,True,3,0.07
data\outros\966673.pdf,application/pdf,True,3,0.07
data\outros\966674.pdf,application/pdf,True,4,0.09
data\outros\966675.pdf,application/pdf,True,4,0.09
data\outros\966676.pdf,application/pdf,True,5,0.12
data\outros\966677.pdf,application/pdf,True,4,0.09
data\outros\966678.pdf,application/pdf,True,4,0.07
data\outros\966679.pdf,application/pdf,True,5,0.11
data\outros\966680.pdf,application/pdf,True,4,0.07
data\outros\966681.pdf,application/pdf,True,4,0.07
data\outros\966684.pdf,application/pdf,True,4,0.08
data\outros\966686.pdf,application/pdf,True,10,0.23
data\outros\974346.pdf,application/pdf,True,6,0.12
data\outros\974347.pdf,application/pdf,True,4,0.07
data\outros\974348.pdf,application/pdf,True,5,0.11
data\outros\974349.pdf,application/pdf,True,9,0.21
data\outros\974350.pdf,application/pdf,True,3,0.05
data\outros\974351.pdf,application/pdf,True,4,0.09
data\outros\974352.pdf,application/pdf,True,5,0.09
data\outros\974353.pdf,application/pdf,True,5,0.12
data\outros\974354.pdf,application/pdf,True,5,0.1
data\outros\974355.pdf,application/pdf,True,3,0.07
data\outros\974356.pdf,application/pdf,True,5,0.12
data\outros\974357.pdf,application/pdf,True,3,0.06
data\outros\974358.pdf,application/pdf,True,4,0.08
data\outros\974359.pdf,application/pdf,True,3,0.06
data\outros\974360.pdf,application/pdf,True,5,0.1
data\outros\974361.pdf,application/pdf,True,4,0.08
data\outros\974362.pdf,application/pdf,True,3,0.06
data\outros\974363.pdf,application/pdf,True,3,0.06
data\outros\974364.pdf,application/pdf,True,5,0.08
data\outros\974365.pdf,application/pdf,True,9,0.17
data\outros\974366.pdf,application/pdf,True,5,0.12
data\outros\974367.pdf,application/pdf,True,4,0.08
data\outros\974368.pdf,application/pdf,True,4,0.09
data\outros\974369.pdf,application/pdf,True,3,0.05
data\outros\974370.pdf,application/pdf,True,5,0.11
data\outros\974371.pdf,application/pdf,True,2,0.04
data\outros\974372.pdf,application/pdf,True,5,0.1
data\outros\974373.pdf,application/pdf,True,4,0.08
data\outros\974374.pdf,application/pdf,True,4,0.09
data\outros\974375.pdf,application/pdf,True,3,0.07
data\outros\974376.pdf,application/pdf,True,4,0.09
data\outros\974377.pdf,application/pdf,True,6,0.12
data\outros\974378.pdf,application/pdf,True,8,0.19
data\outros\974379.pdf,application/pdf,True,3,0.08
data\outros\974380.pdf,application/pdf,True,5,0.12
data\outros\974381.pdf,application/pdf,True,4,0.07
data\outros\974382.pdf,application/pdf,True,4,0.07
data\outros\974383.pdf,application/pdf,True,8,0.18
data\outros\974384.pdf,application/pdf,True,6,0.13
data\outros\974385.pdf,application/pdf,True,11,0.32
data\outros\974386.pdf,application/pdf,True,4,0.09
data\outros\974387.pdf,application/pdf,True,7,0.13
data\outros\974388.pdf,application/pdf,True,18,0.32
data\outros\974389.pdf,application/pdf,True,5,0.12
data\outros\974390.pdf,application/pdf,True,4,0.09
data\outros\974391.pdf,application/pdf,True,2,0.04
data\outros\974392.pdf,application/pdf,True,4,0.07
data\outros\974393.pdf,application/pdf,True,5,0.11
data\outros\974394.pdf,application/pdf,True,6,0.14
data\outros\974395.pdf,application/pdf,True,2,0.04
data\outros\974396.pdf,application/pdf,True,5,0.09
data\outros\974397.pdf,application/pdf,True,6,0.11
data\outros\974398.pdf,application/pdf,True,4,0.08
data\outros\974399.pdf,application/pdf,True,5,0.11
data\outros\974400.pdf,application/pdf,True,2,0.04
data\outros\974401.pdf,application/pdf,True,4,0.09
data\outros\974402.pdf,application/pdf,True,4,0.08
data\outros\974403.pdf,application/pdf,True,8,0.2
data\outros\974404.pdf,application/pdf,True,4,0.09
data\outros\974405.pdf,application/pdf,True,4,0.06
data\outros\982432.pdf,application/pdf,True,2,0.03
data\outros\982433.pdf,application/pdf,True,4,0.1
data\outros\982434.pdf,application/pdf,True,3,0.06
data\outros\982435.pdf,application/pdf,True,3,0.06
data\outros\982436.pdf,application/pdf,True,4,0.06
data\outros\982437.pdf,application/pdf,True,3,0.05
data\outros\982438.pdf,application/pdf,True,3,0.05
data\outros\982439.pdf,application/pdf,True,4,0.1
data\outros\982440.pdf,application/pdf,True,2,0.05
data\outros\982441.pdf,application/pdf,True,3,0.05
data\outros\982442.pdf,application/pdf,True,4,0.09
data\outros\982443.pdf,application/pdf,True,6,0.12
data\outros\982444.pdf,application/pdf,True,4,0.07
data\outros\982445.pdf,application/pdf,True,9,0.19
data\outros\982446.pdf,application/pdf,True,4,0.08
data\outros\982447.pdf,application/pdf,True,11,0.29
data\outros\982448.pdf,application/pdf,True,3,0.06
data\outros\982449.pdf,application/pdf,True,3,0.04
data\outros\982450.pdf,application/pdf,True,5,0.09
data\outros\982451.pdf,application/pdf,True,8,0.18
data\outros\982452.pdf,application/pdf,True,3,0.07
data\outros\982453.pdf,application/pdf,True,7,0.12
data\outros\982454.pdf,application/pdf,True,5,0.1
data\outros\982455.pdf,application/pdf,True,4,0.06
data\outros\982456.pdf,application/pdf,True,8,0.17
data\outros\982457.pdf,application/pdf,True,4,0.07
data\outros\982458.pdf,application/pdf,True,4,0.08
data\outros\982459.pdf,application/pdf,True,7,0.11
data\outros\982460.pdf,application/pdf,True,4,0.07
data\outros\982461.pdf,application/pdf,True,6,0.14
data\outros\982462.pdf,application/pdf,True,4,0.09
data\outros\982463.pdf,application/pdf,True,7,0.14
data\outros\982464.pdf,application/pdf,True,6,0.11
data\outros\982465.pdf,application/pdf,True,4,0.06
data\outros\982466.pdf,application/pdf,True,5,0.12
data\outros\982467.pdf,application/pdf,True,9,0.15
data\outros\982468.pdf,application/pdf,True,11,0.18
data\outros\982469.pdf,application/pdf,True,5,0.09
data\outros\982470.pdf,application/pdf,True,8,0.19
data\outros\982471.pdf,application/pdf,True,5,0.14
data\outros\982472.pdf,application/pdf,True,7,0.12
data\outros\982473.pdf,application/pdf,True,5,0.09
data\outros\982474.pdf,application/pdf,True,5,0.09
data\outros\982475.pdf,application/pdf,True,6,0.13
data\outros\982476.pdf,application/pdf,True,9,0.22
data\outros\982477.pdf,application/pdf,True,3,0.05
data\outros\982478.pdf,application/pdf,True,3,0.07
data\outros\982479.pdf,application/pdf,True,4,0.1
data\outros\982480.pdf,application/pdf,True,6,0.13
data\outros\982481.pdf,application/pdf,True,4,0.08
data\outros\982482.pdf,application/pdf,True,6,0.12
data\outros\982483.pdf,application/pdf,True,8,0.17
data\outros\982484.pdf,application/pdf,True,4,0.09
data\outros\982485.pdf,application/pdf,True,5,0.1
data\outros\982486.pdf,application/pdf,True,6,0.13
data\outros\982487.pdf,application/pdf,True,8,0.16
data\outros\982488.pdf,application/pdf,True,6,0.13
data\outros\982489.pdf,application/pdf,True,5,0.09
data\outros\982490.pdf,application/pdf,True,4,0.09
data\outros\982491.pdf,application/pdf,True,5,0.09
data\outros\982492.pdf,application/pdf,True,7,0.16
data\outros\990541.pdf,application/pdf,True,6,0.11
data\outros\990542.pdf,application/pdf,True,5,0.11
data\outros\990543.pdf,application/pdf,True,12,0.24
data\outros\990544.pdf,application/pdf,True,4,0.08
data\outros\990545.pdf,application/pdf,True,2,0.04
data\outros\990546.pdf,application/pdf,True,2,0.03
data\outros\990547.pdf,application/pdf,True,5,0.12
data\outros\990548.pdf,application/pdf,True,3,0.05
data\outros\990549.pdf,application/pdf,True,6,0.12
data\outros\990550.pdf,application/pdf,True,5,0.13
data\outros\990551.pdf,application/pdf,True,4,0.08
data\outros\990552.pdf,application/pdf,True,4,0.06
data\outros\990553.pdf,application/pdf,True,5,0.1
data\outros\990554.pdf,application/pdf,True,4,0.08
data\outros\990555.pdf,application/pdf,True,10,0.2
data\outros\990556.pdf,application/pdf,True,5,0.1
data\outros\990558.pdf,application/pdf,True,7,0.13
data\outros\990559.pdf,application/pdf,True,4,0.09
data\outros\990560.pdf,application/pdf,True,2,0.04
data\outros\990561.pdf,application/pdf,True,4,0.07
data\outros\990562.pdf,application/pdf,True,5,0.11
data\outros\990563.pdf,application/pdf,True,6,0.14
data\outros\990564.pdf,application/pdf,True,6,0.16
data\outros\990565.pdf,application/pdf,True,7,0.21
data\outros\990566.pdf,application/pdf,True,9,0.17
data\outros\990567.pdf,application/pdf,True,6,0.13
data\outros\990568.pdf,application/pdf,True,13,0.31
data\outros\990569.pdf,application/pdf,True,4,0.06
data\outros\990570.pdf,application/pdf,True,7,0.16
data\outros\990571.pdf,application/pdf,True,6,0.12
data\outros\990572.pdf,application/pdf,True,3,0.07
data\outros\990573.pdf,application/pdf,True,3,0.04
data\outros\990574.pdf,application/pdf,True,4,0.07
data\outros\990575.pdf,application/pdf,True,3,0.06
data\outros\990576.pdf,application/pdf,True,8,0.23
data\outros\990577.pdf,application/pdf,True,3,0.08
data\outros\990578.pdf,application/pdf,True,3,0.07
data\outros\990579.pdf,application/pdf,True,11,0.23
data\outros\990580.pdf,application/pdf,True,4,0.09
data\outros\990581.pdf,application/pdf,True,5,0.11
data\outros\990582.pdf,application/pdf,True,5,0.09
data\outros\990583.pdf,application/pdf,True,3,0.06
data\outros\990584.pdf,application/pdf,True,2,0.04
data\outros\990585.pdf,application/pdf,True,3,0.06
data\outros\990586.pdf,application/pdf,True,6,0.12
data\outros\990587.pdf,application/pdf,True,5,0.1
data\outros\990588.pdf,application/pdf,True,3,0.06
data\outros\990589.pdf,application/pdf,True,7,0.19
data\outros\990590.pdf,application/pdf,True,4,0.08
data\outros\990591.pdf,application/pdf,True,7,0.16
data\outros\990592.pdf,application/pdf,True,4,0.11
data\outros\990593.pdf,application/pdf,True,4,0.07
data\outros\990594.pdf,application/pdf,True,4,0.08
data\outros\990595.pdf,application/pdf,True,7,0.15
data\outros\990596.pdf,application/pdf,True,4,0.08
data\outros\990597.pdf,application/pdf,True,7,0.13
data\outros\990598.pdf,application/pdf,True,14,0.26
data\outros\990599.pdf,application/pdf,True,8,0.13
data\outros\990600.pdf,application/pdf,True,3,0.04
data\outros\99328.pdf,application/pdf,True,5,0.16
data\outros\99329.pdf,application/pdf,True,5,0.07
data\outros\99330.pdf,application/pdf,True,3,0.05
data\outros\99331.pdf,application/pdf,True,2,0.04
data\outros\99332.pdf,application/pdf,True,5,0.06
data\outros\99333.pdf,application/pdf,True,3,0.05
data\outros\99334.pdf,application/pdf,True,2,0.03
data\outros\99335.pdf,application/pdf,True,5,0.07
data\outros\99336.pdf,application/pdf,True,3,0.09
data\outros\99337.pdf,application/pdf,True,3,0.06
data\outros\99338.pdf,application/pdf,True,5,0.09
data\outros\99339.pdf,application/pdf,True,4,0.07
data\outros\99340.pdf,application/pdf,True,4,0.06
data\outros\99341.pdf,application/pdf,True,3,0.04
data\outros\99342.pdf,application/pdf,True,3,0.08
data\outros\99343.pdf,application/pdf,True,17,0.49
data\outros\99344.pdf,application/pdf,True,5,0.08
data\outros\99345.pdf,application/pdf,True,2,0.03
data\outros\99346.pdf,application/pdf,True,4,0.06
data\outros\99347.pdf,application/pdf,True,2,0.04
data\outros\99348.pdf,application/pdf,True,2,0.02
data\outros\99349.pdf,application/pdf,True,4,0.08
data\outros\99350.pdf,application/pdf,True,3,0.05
data\outros\99351.pdf,application/pdf,True,2,0.04
data\outros\99352.pdf,application/pdf,True,5,0.13
data\outros\99353.pdf,application/pdf,True,2,0.02
data\outros\99354.pdf,application/pdf,True,2,0.03
data\outros\99355.pdf,application/pdf,True,2,0.03
data\outros\99356.pdf,application/pdf,True,3,0.04
data\outros\99357.pdf,application/pdf,True,3,0.07
data\outros\99358.pdf,application/pdf,True,5,0.1
data\outros\99359.pdf,application/pdf,True,5,0.07
data\outros\99360.pdf,application/pdf,True,5,0.1
data\outros\99361.pdf,application/pdf,True,3,0.05
data\outros\99362.pdf,application/pdf,True,4,0.07
data\outros\99363.pdf,application/pdf,True,6,0.14
data\outros\99365.pdf,application/pdf,True,5,0.1
data\outros\99366.pdf,application/pdf,True,3,0.03
data\outros\99367.pdf,application/pdf,True,2,0.03
data\outros\99368.pdf,application/pdf,True,9,0.2
data\outros\99369.pdf,application/pdf,True,4,0.06
data\outros\99370.pdf,application/pdf,True,3,0.08
data\outros\99371.pdf,application/pdf,True,3,0.04
data\outros\99372.pdf,application/pdf,True,4,0.11
data\outros\99373.pdf,application/pdf,True,2,0.03
data\outros\99374.pdf,application/pdf,True,2,0.04
data\outros\99375.pdf,application/pdf,True,2,0.03
data\outros\99376.pdf,application/pdf,True,2,0.03
data\outros\99377.pdf,application/pdf,True,1,0.03
data\outros\99378.pdf,application/pdf,True,7,0.21
data\outros\99379.pdf,application/pdf,True,4,0.05
data\outros\99380.pdf,application/pdf,True,2,0.04
data\outros\99381.pdf,application/pdf,True,3,0.05
data\outros\99382.pdf,application/pdf,True,2,0.04
data\outros\99383.pdf,application/pdf,True,3,0.09
data\outros\99384.pdf,application/pdf,True,4,0.05
data\outros\99385.pdf,application/pdf,True,4,0.08
data\outros\99386.pdf,application/pdf,True,2,0.03
data\outros\99387.pdf,application/pdf,True,2,0.05
data\outros\997929.pdf,application/pdf,True,7,0.18
data\outros\997930.pdf,application/pdf,True,11,0.29
data\outros\997931.pdf,application/pdf,True,4,0.09
data\outros\997932.pdf,application/pdf,True,4,0.08
data\outros\997933.pdf,application/pdf,True,9,0.2
data\outros\997934.pdf,application/pdf,True,6,0.15
data\outros\997935.pdf,application/pdf,True,8,0.2
data\outros\997936.pdf,application/pdf,True,9,0.14
data\outros\997937.pdf,application/pdf,True,5,0.1
data\outros\997938.pdf,application/pdf,True,3,0.08
data\outros\997939.pdf,application/pdf,True,4,0.07
data\outros\997940.pdf,application/pdf,True,6,0.18
data\outros\997941.pdf,application/pdf,True,4,0.08
data\outros\997942.pdf,application/pdf,True,4,0.09
data\outros\997943.pdf,application/pdf,True,11,0.23
data\outros\997944.pdf,application/pdf,True,5,0.1
data\outros\997945.pdf,application/pdf,True,6,0.11
data\outros\997946.pdf,application/pdf,True,5,0.09
data\outros\997947.pdf,application/pdf,True,9,0.22
data\outros\997948.pdf,application/pdf,True,4,0.08
data\outros\997949.pdf,application/pdf,True,4,0.07
data\outros\997950.pdf,application/pdf,True,7,0.13
data\outros\997951.pdf,application/pdf,True,7,0.14
data\outros\997952.pdf,application/pdf,True,5,0.09
data\outros\997953.pdf,application/pdf,True,3,0.05
data\outros\997954.pdf,application/pdf,True,5,0.11
data\outros\997955.pdf,application/pdf,True,4,0.07
data\outros\997956.pdf,application/pdf,True,6,0.13
data\outros\997957.pdf,application/pdf,True,8,0.24
data\outros\997958.pdf,application/pdf,True,5,0.08
data\outros\997959.pdf,application/pdf,True,3,0.05
data\outros\997960.pdf,application/pdf,True,4,0.07
data\outros\997961.pdf,application/pdf,True,4,0.1
data\outros\997962.pdf,application/pdf,True,5,0.1
data\outros\997963.pdf,application/pdf,True,5,0.1
data\outros\997964.pdf,application/pdf,True,8,0.25
data\outros\997965.pdf,application/pdf,True,4,0.07
data\outros\997966.pdf,application/pdf,True,4,0.08
data\outros\997967.pdf,application/pdf,True,2,0.03
data\outros\997968.pdf,application/pdf,True,3,0.05
data\outros\997969.pdf,application/pdf,True,10,0.21
data\outros\997970.pdf,application/pdf,True,8,0.17
data\outros\997971.pdf,application/pdf,True,12,0.34
data\outros\997972.pdf,application/pdf,True,3,0.07
data\outros\997973.pdf,application/pdf,True,4,0.09
data\outros\997974.pdf,application/pdf,True,7,0.14
data\outros\997975.pdf,application/pdf,True,4,0.09
data\outros\997976.pdf,application/pdf,True,7,0.12
data\outros\997977.pdf,application/pdf,True,5,0.1
data\outros\997978.pdf,application/pdf,True,13,0.42
data\outros\997979.pdf,application/pdf,True,14,0.41
data\outros\997980.pdf,application/pdf,True,3,0.05
data\outros\997981.pdf,application/pdf,True,5,0.09
data\outros\997982.pdf,application/pdf,True,6,0.14
data\outros\997983.pdf,application/pdf,True,7,0.14
data\outros\997984.pdf,application/pdf,True,9,0.18
data\outros\997985.pdf,application/pdf,True,8,0.2
data\outros\997986.pdf,application/pdf,True,3,0.06
data\outros\997987.pdf,application/pdf,True,4,0.07
data\outros\997988.pdf,application/pdf,True,8,0.19
data\www.tjsp.jus.br\Donwload\Portal\PrimeiraInstancia\GestaoDocumental\EliminacaoAutosArquivados.pdf,application/pdf,True,219,2.0
data\www.tjsp.jus.br\Donwload\Portal\PrimeiraInstancia\GestaoDocumental\PedidoGuardaDefinitivaAutos.pdf,application/pdf,True,1,0.04
data\www.tjsp.jus.br\Donwload\Portal\PrimeiraInstancia\GestaoDocumental\Resolucao-859-21.pdf,application/pdf,True,14,0.09
data\www.tjsp.jus.br\Donwload\Portal\PrimeiraInstancia\GestaoDocumental\Resolucao-860-22.pdf,application/pdf,True,1,0.42
data\www.tjsp.jus.br\Donwload\SPI\Downloads\TabelaCompetenciaExeCrim.pdf,application/pdf,True,1,0.04
data\www.tjsp.jus.br\Download\acessibilidade\Ata-05-09-2023.pdf,application/pdf,True,3,0.23
data\www.tjsp.jus.br\Download\acessibilidade\ata-08-03-24.pdf,application/pdf,True,3,0.31
data\www.tjsp.jus.br\Download\acessibilidade\Ata-11-11-2022.pdf,application/pdf,True,2,0.22
data\www.tjsp.jus.br\Download\acessibilidade\Ata-21-06-24.pdf,application/pdf,True,3,0.21
data\www.tjsp.jus.br\Download\acessibilidade\Ata-30-03-2023.pdf,application/pdf,True,2,0.23
data\www.tjsp.jus.br\Download\acessibilidade\Ata-3_Comissao_Permanente_de_Acessibilidade_e_Inclusao_18.10.2024_.pdf,application/pdf,True,4,0.27
data\www.tjsp.jus.br\Download\acessibilidade\Cartilha-Combata-o-Capacitismo.pdf,application/pdf,True,9,2.59
data\www.tjsp.jus.br\Download\acessibilidade\Cartilha_TEA_e_DI_no_Mercado_de_Trabalho.pdf,application/pdf,True,28,2.95
data\www.tjsp.jus.br\Download\acessibilidade\Guia_Saude_Pessoas_com_Sindrome_de_Down.pdf,application/pdf,True,11,2.9
data\www.tjsp.jus.br\Download\acessibilidade\ManualdeAtendimentoPessoasComTEA.pdf,application/pdf,True,23,1.03
data\www.tjsp.jus.br\Download\acessibilidade\ManualVLibras.pdf,application/pdf,True,4,1.55
data\www.tjsp.jus.br\Download\acessibilidade\TranstornoDoEspectroAutista.pdf,application/pdf,True,11,0.43
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\01.2025-Acompanhante-em-Instituicoes-de-Saude.pdf,application/pdf,True,1,0.14
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\02.2025-Discriminacao-contra-Pessoas-com-Deficiencia-e-Crime.pdf,application/pdf,True,1,0.12
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\04.2024-MinutoAcessibilidade-Quem-tem-prioridade-de-restituicao-no-Imposto-de-Renda.pdf,application/pdf,True,1,0.22
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\05.2024-MinutoAcessibilidade-Regras-para-pessoas-com-deficiencias-nos-transportes-aereos.pdf,application/pdf,True,1,0.19
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\06.2024-MinutoAcessibilidade-Curso-de-Capacitacao_conheca-para-fazer-a-diferenca.pdf,application/pdf,True,1,0.21
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\07.2024-MinutoAcessibilidade-Audiodescricao-e-autodescricao.pdf,application/pdf,True,1,0.24
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\08.2024-MinutoAcessibilidade-Capacitacao-para-promocao.pdf,application/pdf,True,1,0.22
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\09.2024-MinutoAcessibilidade-Inclusao-e-quebrar-barreiras-atitudinais.pdf,application/pdf,True,1,0.17
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\10.2024-MinutoAcessbilidade-Direitos-do-Consumidor-com-deficiencia.pdf,application/pdf,True,1,0.26
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\11.2023-MinutoAcessibilidade-Voce-sabe-a-diferenca-entre-surdez-e-deficiencia-auditiva.pdf,application/pdf,True,1,0.25
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\Autismo.pdf,application/pdf,True,1,0.23
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\Bengalas.pdf,application/pdf,True,1,0.2
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\Cip-TEA.pdf,application/pdf,True,1,0.16
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\conheca-para-fazer-diferenca.pdf,application/pdf,True,1,0.17
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\CrimesContraPessoasComDeficiencia.pdf,application/pdf,True,1,0.19
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\CursoAcessivel.pdf,application/pdf,True,1,0.18
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\deficiencia-intelectual.pdf,application/pdf,True,1,0.17
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\DescontoPassagens.pdf,application/pdf,True,1,0.17
data\www.tjsp.jus.br\Download\acessibilidade\MinutoAcessibilidade\InterpreteDelibras.pdf,application/pdf,True,1,0.24
