Artigo,Autores
1690,Fátima de Lourdes dos Santos Nunes; Luciano Pereira Soares; Alberto Raposo; Alexandre Cardoso; Anderson Maciel; Antônio Carlos Souza; Creto Augusto Vidal; Daniela Trevisan; Edgard Lamounier Jr; Emília Alves Nogueira; Eunice Nunes; Ezequiel R Zorzal; Francisco Simões–UFPE; Judith Kelner; Liliane S Machado; Márcio S Pinho; Marcos Wagner; Rafael Rieder; Ronaldo Correia; Rosa Costa; Thiago Chaves; Verônica Teichrieb
1691,Luana Rodrigues de Almeida; Liliane S Machado; Ana Tereza Medeiros
1692,Rômulo C Menezes Jr; Liliane S Machado; Alvaro FC Medeiros
1693,Agostinho Dias Carneiro; André Crim Valente; Antonio Sérgio Ramos Teixeira; Liliane Machado; Silvana Bayma; Violeta Rodrigues
1694,Jose Remo Brega; Judith Kelner; Katia Vega; Léo Magalhães; Leandro Fernandes; Leonardo Castro Botega; Liliane Machado; Lucas Figueiredo; Lucas Teixeira; Luciano Reis; Luciano Soares; Marcelo Bergamaschi; Manoel Ribeiro; Manuel Loaiza; Marcelo Cohen; Marcelo Guimarães; Marcelo Malheiros; Marcelo da Silva Hounsell; Marcio Cabral; Marcio Pinho; Marcos Wagner Souza Ribeiro; Maria Ferreira; Maria Andréia Rodrigues; Mario Kubo; Mark Billinghurst; Martin Goebel; Olavo Belloc; Orlando Bernardo Filho; Pablo Figueroa
1695,Reginaldo Tavares Filho; Liliane Santos Machado; Ronei Marcos de Moraes; Rogéria Gaudencio do Rego
1696,Michio Nakanishi; Takashi Izumi Fuse; Atsushi Nakamura Yamanoue; Ikuya Murata; Shozo Fukada; Takahiro Tagawa; Tatsumi Takeo; Tsuneo Yamada; Jafar Madadnia; Jo Mckenzie; J Madadnia; G Marks; J Mckenzie; Hidenori Akiyama; Akemi Teramoto; Kazutake Kozono; Tsuyoshi Kiyan; Asmae Bencheqroune; Zenon Chaczko; Ryszard Klempous; Jan Nikodem; Jerzy Rozenblit; Kazue Takeda; Junya Morishita; Min Kang; Fongling Linda Fu; Shengchin Yu; Nobutake Asaba; Harumi Kashiwagi; Kazuhiro Ohtsuki; D Bouzidi; R Ajhoun; A Benkiran; Liliane S Machado; Thaise KL Costa; Ronei M Moraes; Sadhu Balasundaram Ramakrishnan; Balakrishnan Ramadoss; Leghris Cherkaoui; Gunnar Liestøl; Yutaka Tsutsumi; Richard Gilbert; Kanako Matsuno; Ryoji Matsuno; Liam Rourke; Heather Kanuka; Heather A Kanuka; Don Herbison-Evans; Heinz Dobler; Witold Jacak; Henryk Maciejewski; Micha Nikodem; Carmen Paz Suarez Araujo; Przemysaw Sliwiski
1697,Celina P Leão; Ronei M Moraes; Liliane S MAchado
1698,Ronei Marcos de Moraes; Liliane S Machado
1699,Ícaro LL da Cunha; Bruno S Monteiro; Ronei M Moraes; Liliane S Machado
1700,Ronei M Moraes; Liliane S Machado
1701,Erisvaldo G Saraiva Júnior; Liliane S Machado; Ronei M Moraes; Rogéria G Rego
1702,Alfredo AA Malheiros Filho; Lucas Vieira de Souza; Patrícia S Nascimento; Renata GS Gomes; Liliane S Machado; Ronei M Moraes
1703,Marcelo de Paiva Guimarães; Luis Carlos Trevelin; Liliane Machado; Ronei Moraes; Glauco Todesco; Bruno Barberi Gnecco; José Remo Brega; Bianchi Meiguins
1704,Alexandre SG Vianna; Yuri GG da Costa; José AG Lima; Liliane S Machado; Ronei M Moraes
1705,Isabella ML Araujo; Liliane S Machado; Ronei M de Moraes
1706,Daniel PS Medeiros; Liliane S Machado
1707,Yuri GG da Costa; Alexandre SG Vianna; José AG de Lima; Liliane S Machado; Ronei M Moraes
1708,Raphael Kramer; Anand Subramanian; Thibaut Vidal; Lucídio dos Anjos F Cabral
1709,Amílcar Soares Júnior; Bruno Neiva Moreno; Valéria Cesário Times; Stan Matwin; Lucídio dos Anjos Formiga Cabral
1710,Amilcar Soares Junior; Valeria Cesario Times; Chiara Renso; Stan Matwin; Lucidio AF Cabral
1711,Anand Subramanian; LAF Cabral; LS Ochi
1712,Anand Subramanian; Lucídio dos Anjos Formiga Cabral
1713,Romero Tavares; Gil Luna Rodrigues; Mariel Andrade; JN dos SANTOS; Lucídio Cabral; Henry Pôncio Cruz; Bruno Monteiro; Thiago Gouveia; Karin Picado
1714,Lucídio AF Cabral; Júlio S Aude; Nelson Maculan
1715,Fabrıcio L Biajoli; AA Chaves; OM Mine; MJF Souza; RC Pontes; A Lucena; LF Cabral
1716,Thiago Gouveia Da Silva; Eduardo Queiroga; Luiz Satoru Ochi; Lucídio dos Anjos Formiga Cabral; Serigne Gueye; Philippe Michelon
1717,Gilberto F de Sousa Filho; Teobaldo L Bulhões Júnior; Lucidio AF Cabral; Luiz Satoru Ochi; Fábio Protti
1718,Teobaldo Bulhoes; Gilberto F de Sousa Filho; Anand Subramanian; Lucidio dos Anjos F Cabral
1719,Anand Subramanian; José Maurício Fernandes Medeiros; Lucídio Formiga Cabral; Marcone Freitas Souza
1720,Thiago Gouveia da Silva; Serigne Gueye; Philippe Michelon; Luiz Satoru Ochi; Lucídio dos Anjos Formiga Cabral
1721,ANAND Subramanian; J Medeiros; LAF Cabral; MARCONE JAMILSON FREITAS Souza
1722,Lucídio dos Anjos Formiga Cabral; Marcone Jamilson Freitas; Nelson Maculan; Roberto Carlos Vieira Pontes
1723,Tiago Maritan Ugulino de Araújo; Lisieux Marie MS Andrade; Carlos Magno; Lucídio dos Anjos Formiga Cabral; Roberto Quirino do Nascimento; Cláudio N Meneses
1724,Valtania Ferreira da Silva; Lucídio dos Anjos Formiga Cabral; Roberto Quirno
1725,Roberta Brito Nunes Diniz; Valéria Gonçalves Soares; LAF Cabral
1726,Teobaldo Bulhões; Anand Subramanian; Gilberto F Sousa Filho; Lucídio dos Anjos F Cabral
1727,Roberto Quirino Do Nascimento; Ana Flávia Uzeda dos Santos Macambira; Lucidio dos Anjos Formiga Cabral; Renan Vicente Pinto
1728,Andresson da Silva Firmino; Rodrigo Costa Mateus; Valéria Cesário Times; Lucidio Formiga Cabral; Thiago Luís Lopes Siqueira; Ricardo Rodrigues Ciferri; Cristina Dutra de Aguiar Ciferri
1729,Thiago Gouveia da Silva; Gilberto F de Sousa Filho; Luiz Satoru Ochi; Philippe Michelon; Serigne Gueye; Lucidio AF Cabral; Joao Pessoa–PB–Brasil
1730,Anand Subramanian; LDAF Cabral; Gustavo Rezende Carvalho
1731,EM Vasconcelos de Lima; Antônio Carlos Cavalcanti; L dos Anjos Formiga Cabral
1732,Gilberto F de Sousa Filho; Teobaldo L Bulhões Júnior; Lucidio dos Anjos F Cabral; Luiz Satoru Ochi; Fábio Protti
1733,Osires Pires Coelho Filho; Carlos Alberto Martinhon; Lucídio dos Anjos Formiga Cabral
1734,Carlos AN Machado; Lucídio AF Cabral; Jozemar P Santos; Gustavo HMB Motta
1735,Bruno Jefferson de S Pessoa; Guido Lemos de Souza Filho; Lucídio dos Anjos F Cabral
1736,LMMS Andrade; R Xavier; L Cabral; A Formiga
1737,Thiago Gouveia Da Silva; Gilberto F de Sousa Filho; Igor AM Barbosa; Nenad Mladenovic; Lucidio AF Cabral; Luiz Satoru Ochi; Daniel Aloise
1738,Bruno Jefferson de S Pessoa; Daniel Aloise; Lucidio AF Cabral
1739,José Jorge L Dias Junior; Ricardo Serrano; Eudisley dos Anjos; Lucídio Cabral; Jan Edson Rodrigues Leite; Estêvão Domingos Soares de Oliveira; Hercilio de Medeiros Sousa
1740,Anand Subramanian; Luiz Satoru Ochi; Lucídio dos Anjos Formiga Cabral
1741,Thiago Gouveia da Silva; Luiz Satoru Ochi; Philippe Michelon; Serigne Gueye; Lucidio AF Cabral
1742,Renê P Gusmão; LAF Cabral; IE Fonseca
1743,Renê P Gusmão; Lucídio AF Cabral; Iguatemi E Fonsêca
1744,Osires Pires Coelho Filho; Carlos Alberto Martinhon; LDAF CABRAL
1745,DL Costa; LA Cabral; Clauirton A Siebra
1746,Roberto Quirino do Nascimento; AFUS MACAMBIRA; L DOS ANJOS FORMIGA CABRAL
1747,Alexandre de Siqueira Figueiredo Fabrício; Lucídio dos Anjos Formiga Cabral; Anand Subramanian
1748,GL Souza Filho; MM Vasconcelos; TC Anjos; LA Cabral
1749,Caroline Rocha; Bruno JS Pessoa; Daniel Aloise; Lucidio A Cabral
1750,Edvaldo FM Neto; Gustavo P Oliveira; Rafael M Magalhães; Leonardo V Batista; Lucídio AF Cabral; Moisés D Santos
1751,Gilberto F Sousa Filho; Bruno Jefferson S Pessoa; José Jorge L Dias Jr; Lucídio dos Anjos Formiga Cabral
1752,Roberto Quirino do Nascimento; Ana Flavia US Macambira; Lucidio dos Anjos Formiga Cabral; Nelson Maculan; COPPE-Engenharia de Sistemas e Computaçao
1753,Tiago Maritan Ugulino de Araújo; Lucídio dos Anjos Formiga Cabral; Roberto Quirino do Nascimento
1754,Gilberto Farias de Sousa Filho; Lucídio dos Anjos Formiga Cabral; Elder Magalhães Macambira; Guido Lemos de Souza Filho
1755,Roberto Pontes; Abilio Lucena; Lucidio Cabral
1756,Edison L Bonotto; Lucidio dos Anjos Formiga Cabral
1757,Eduardo Ribas Pinto; Lucídio dos Anjos Formiga Cabral; Elder Magalhães Macambira
1758,Victor J de Sousa Koehler; Thiago Gouveia; Gilberto Farias de Sousa Filho; Luiz Satoru Ochi; Philippe Michelon; Serigne Gueye; Lucidio AF Cabral
1759,Luyza Ellen Domingos do NASCIMENTO; David Pereira Galvão JÚNIOR; Lucidio dos Anjos Formiga CABRAL
1760,Altair Jussadir da Silva Pinto; F Emerson; Lucídio dos Anjos Formiga Cabral
1761,Thiago Gouveia da Silva; Gilberto F de Sousa Filho; Luiz Satoru Ochi; Philippe Michelon; Serigne Gueye; Lucidio AF Cabral
1762,Renata Patrícia Lima Jeronymo Moreira Pinto; Lucídio dos Anjos Formiga Cabral
1763,Bruno Jefferson de Sousa Pessoa; Lucídio dos Anjos Formiga Cabral; Daniel Aloise
1764,Bruno Jefferson de Sousa Pessoa; Lucídio dos Anjos Formiga Cabral; Daniel Aloise
1765,LMMS ANDRADE; Lucídio dos Anjos Formiga Cabral; Thayse Christine Souza Dias; Eduardo Ribas Pinto
1766,Lucidio dos Anjos Formiga Cabral
1767,Glend Kleiser Gouveia Dias
1768,Joao Carlos Rodrigues Pereira; Lucídio dos Anjos Formiga Cabral; Ronei dos Santos Oiveira; Lucimar Leandro Bezerra; Nisston Moraes Tavares De Melo
1769,Roberto Quirino do Nascimento; Ana Flavia US Macambira; Lucidio dos Anjos Formiga Cabral; Nelson Maculan
1770,Gustavo Rezende Carvalho; Luiz Satoru Ochi; Aline de Paula Nascimento; Lucídio dos Anjos Formiga Cabral
1771,Daniel Leite Viana Costa; Clauirton A Siebra; Lucidio AF Cabral
1772,Ana Flavia Uzeda dos Santos Macambira; Nelson Maculan; Lucídio dos Anjos Formiga Cabral
1773,Nilton Hideki Takagi; Lucídio dos Anjos Formiga Cabral; Gilberto Farias
1774,M Carlos; Renê P Gusmão; Iguatemi E Fonseca; Lucidio AF Cabral
1775,Lettiery DLamare Portela Procópio; Lucídio dos Anjos Formiga Cabral; Marco Cesar Goldbarg
1776,Wagner Silva Costa; Lettiery DLamare Portela Procópio; Gilberto Farias de Sousa Filho; Lucídio dos Anjos Formiga Cabral; Geiza Cristina da Silva
1777,Jefferson Ferreira de Araújo Lima; Gilberto Farias de Sousa Filho; Luiz Eduardo C Leite; Lucídio AF Cabral; Guido Lemos de Sousa Filho
1778,Eduardo Ribas Pinto; Lucídio dos Anjos Formiga Cabral
1779,Anand Subramanian; Lucídio dos Anjos Formiga Cabral
1780,Gilberto Farias de Sousa Filho; Lucídio dos Anjos Formiga Cabral; Elder Magalhães Macambira; Guido Lemos de Souza Filho
1781,José Jorge L Dias Jr; Ricardo Serrano; Eudisley dos Anjos; Lucídio Cabral; Jan Edson Leite
1782,Lucídio dos Anjos Formiga Cabral; João Pessoa; PB œ Brasil
1783,Gilberto Farias de Sousa Filho; Alexander Almeida Pinto; Lucídio dos Anjos Formiga Cabral
1784,Gustavo Rezende Carvalho; Lucídio dos Anjos Formiga Cabral; Antonio Carlos Cavalcanti
1785,Alexander de Almeida Pinto; Daniel Goncalvez Ramos; Lucidio dos Anjos Formiga Cabral
1786,Thiago Curvelo dos Anjos; Lucídio dos Anjos Formiga Cabral; Guido Lemos de Souza Filho
1787,Thiago Curvelo dos Anjos; Lucídio dos Anjos Formiga Cabral; Guido Lemos de Souza Filho
1788,Clauirton Siebra; Natasha Lino; Manuela Silva; Helio Siebra
1789,Clauirton Albuquerque Siebra; Ramon N Santos; Natasha CQ Lino
1790,N Lino; Austin Tate; Yun-Heh Chen-Burger
1791,Natasha Queiroz Lino; Austin Tate
1792,Ms Natasha Queiroz Lino; Prof Tate; Mr Clauirton Siebra; Dr Yun-Heh Chen-Burger
1793,Natasha Lino; Clauirton Siebra; Jonatas Araújo; Davi Anabuki; José Patricio; Marcelle Batista; Ramon Nóbrega; Manoel Amaro; Guido Lemos
1794,Maria J Queiroz; Natasha CQ Lino; Gustavo HMB Motta
1795,Renan G Barreto; Aversari Lucas; Cecília Neta AP Gomes; Natasha CQ Lino
1796,Clauirton A Siebra; Natasha CQ Lino
1797,Clauirton Siebra; Austin Tate; Natasha Queiroz Lino
1798,Natasha C Queiroz Lino; Clauirton de A Siebra; Manoel Amaro; Austin Tate
1799,Clauirton de Albuquerque Siebra; Natasha Correia Queiroz Lino
1800,N Lino; Austin Tate; Yun-Heh Chen-Burger
1801,Sidney Campos; Cecília Gomes; Natasha Lino
1802,Cecília Silva; Priscilla Vieira; Natasha Lino
1803,N Lino
1804,Renan Gomes Barreto; Lucas Oliveira Costa Aversari; Cecília Neta Alves Pegado Gomes; Natasha Correia Queiroz Lino
1805,Marcelle Batista Martins; Natasha Correia Queiroz Lino; Abel Cavalcante Lima Filho
1806,Sidney Patrézio R Campos; Cecilia NA Gomes; Natasha CQ Lino
1807,Esaú A Tavares; Cecilia NA Gomes; Natasha CQ Lino
1808,Priscilla Kelly Machado Vieira; Natasha Correia Queiroz Lino
1809,Clauirton A Siebra; Natasha QC Lino
1810,Priscilla Kelly Machado Vieira; Natasha Queiroz Lino
1811,Ramon N Santos; Manoel AL Amaro; Natasha CQ Lino
1812,Priscilla Kelly Machado Vieira; Natasha Correia Queiroz Lino
1813,Moises Roberto de A Mota; Esaú A Tavares; Sidney Patrézio R Campos; Natasha CQ Lino
1814,Moises Roberto de A Mota; Esaú A Tavares; Sidney Patrézio R Campos; Natasha CQ Lino
1815,Manoel Amaro; Natasha CQ Lino; Clauirton A Siebra; Alan Guedes
1816,Natasha Correia Queiroz Lino
1817,N Lino; Austin Tate
1818,Thiago C Montenegro; Natasha CQ Lino
1819,Mayrton Dias de Queiroz; Ruan Alves Pontes Palmeira; Felipe Tiago Santos de Melo; Rodrigo Gonçalves Daniel; Icaro Targino de Alexandria Rique; Augusto Cesar de Brito Pereira Guimarães; Marcelle Batista Martins dos Santos; Natasha Correia Queiroz Lino
1820,Ana Patrícia de Sousa; Carlos Alberto de Souza; Renam Gomes Barreto; Cecília Neta Alves Pegado Gomes; Natasha Correia Queiroz Lino
1821,Mayrton D de Queiroz; Ruan AP Palmeira; Felipe T de Melo; Rodrigo G Daniel; Ícaro T de A. Rique; Augusto CP Guimarães; Marcelle B Martins; Natasha CQ Lino
1822,Cecília Neta Alves Pegado Gomes; Natasha Correia Queiroz Lino
1823,Maria J Queiroz; Natasha CQ Lino; Gustavo HMB Motta
1824,Cecília Neta Alves Pegado Gomes; Ana Carolina da Silva Monteiro; Elaine Cristine Alves Pegado; João Agnaldo do Nascimento; Sérgio Ribeiro dos Santos; Natasha Queiroz Lino
1825,Priscilla Viera; Natasha Lino
1826,Amanda Drielly de Souza Pires; Ed Porto Bezerra; Natasha Correia Queiroz Lino
1827,Natasha CQ Lino; Clauirton A Siebra; Manoel AL Amaro
1828,Natasha C Queiroz Lino; Austin Tate
1829,N. C. Q. LINO; C. A. SIEBRA; A TATE
1830,Clauirton A Siebra; Natasha CQ Lino; Manuella DC Silva
1831,Marcelle Batista Martins; Natasha Correia Queiroz Lino
1832,Natasha Correia Queiroz Lino; Clauirton de Albuquerque Siebra; Guido Lemos de Sousa Filho
1833,Antonio Teixeira Neto; Natasha Correia Queiroz Lino; Leandro Carlos de Souza
1834,Cecília Neta Alves Pegado Gomes; João Agnaldo do Nascimento; Sérgio Ribeiro dos Santos; Natasha CQ Lino; Carlos Alberto de Souza; Ana Patrícia de Sousa; Renan Gomes Barreto
1835,José Carlos Almeida Patrício Júnior; Natasha Correia Queiroz Lino; Ramon Nóbrega dos Santos
1836,Renata Medeiros Saraiva; Joao Pessoa–PB–Brazil; Clauirton de Albuquerque Siebra; Natasha Correia Queiroz Lino
1837,Manuella Dias Carvalho Silva; Renata Mendonça Saraiva; Natasha Correia Queiroz Lino; Clauirton de Albuquerque Siebra
1838,José Carlos Almeida Patrício Junior; João Pessoa–PB-Brasil; Natasha Correia Queiroz Lino; João Pessoa–PB–Brasil
1839,Natasha Correia Queiroz Lino
1840,Luiz Eduardo Cunha Leite; Carlos Eduardo Coelho Freire Batista; Guido Lemos de Souza Filho; Raoni Kulesza; Luiz Gustavo Pacola Alves; Graça Bressan; Rogerio Ferreira Rodrigues; Luiz Fernando Gomes Soares
1841,Luiz Gustavo Pacola Alves; Raoni Kulesza; Fábio Santos da Silva; Paulyne Jucá; Graça Bressan
1842,Marcelo Fernandes de Sousa; Raoni Kulesza; Carlos Andre Guimaraes Ferraz
1843,Raoni Kulesza; Marcelo Fernandes de Sousa; Matheus Lima Moura de Araújo; Claudiomar Pereira de Araújo; Aguinaldo Macedo Filho
1844,Jarbele C da Silva; Silvia PA Sousa; Raoni Kulesza; Alisson Brito
1845,Marcelo Fernandes de Sousa; Carlos André Guimarães Ferraz; Raoni Kulesza; Italo Ayres; Matheus Lima
1846,Raoni Kulesza; Jefferson Ferreira; M Sindolfo Filho; Álan Lívio; Rafael R de M Brandão; Jônatas PC de Araujo; Guido L de Souza Filho
1847,Thales Pordeus Ferreira; Raoni Kulesza; Guido L de Souza Filho
1848,Raoni Kulesza; Silvio Romero de Lemos Meira; Thales Pordeus Ferreira; Vicente Ramos Silva Neto; Eduardo Freire de Santana Alexandre; Guido Lemos Souza Filho
1849,Raoni Kulesza; Silvio RL Meira; Thales P Ferreira; Eduardo SM Alexandre; Guido LS Filho; Manoel C Marques Neto; Celso AS Santos
1850,LGP Alves; G Bressan; P Jucá; R Kulesza; F Silva
1851,María José Abásolo Guerrero; Raoni Kulesza; Joaquín Danilo Pina Amargós
1852,Marcelo Fernandes de Sousa; Raoni Kulesza; Carlos André Guimarães Ferraz; Matheus Lima
1853,Raoni Kulesza; Matheus Lima; Claudiomar Araujo; Marcelo F de Sousa; Aguinaldo M Filho
1854,Diolinda Madrilena Feitosa Silva; Kellyanne Carvalho ALVES; Raoni KULESZA; Guido Lemos de SOUZA FILHO
1855,Raoni Kulesza; Celso Alberto Saibel Santos; Tatiana Aires Tavares; Manoel Marques Neto; Guido Lemos de Souza Filho
1856,Daniel da Costa Uchôa; Raoni Kulesza; Graça Bressan; Regina Melo Silveira
1857,María José Abásolo Guerrero; María Magdalena Rosado Álvarez; Telmo Silva; Joaquín Pina; Raisa Socorro; Raoni Kulesza; Guido Lemos de Souza Filho; Armando Eduardo De Giusti; Marcelo Naiouf; Patricia Mabel Pesado
1858,Gabriella Alves; Rennan Barbosa; Raoni Kulesza; Guido LS Filho
1859,Raoni Kulesza; Jefferson FA Lima; Álan L Guedes; Lucenildo LA Junior; Silvio RL Meira; Guido LS Filho
1860,Raoni Kulesza; Silvio RL Meira; Thales P Ferreira; Álan Lívio; Guido L Souza Filho; Manoel C Marques Neto; Celso AS Santos
1861,María J Abásolo; Raoni Kulesza; Joaquín D Pina Amargós
1862,Raoni Kulesza; Rafael Toscano; K Alves; R Costa; J Donin Noleto; G Aires Moreira; F Medeiros; C Dias
1863,María José Abásolo Guerrero; Armando Eduardo De Giusti; Marcelo Naiouf; Patricia Mabel Pesado; María Magdalena Rosado Alvarez; Joaquín Pina; Raoni Kulesza; Telmo Silva
1864,Raoni Kulesza; Marcelo F de Sousa; Matheus Lima; Claudiomar Araujo; Aguinaldo M Filho
1865,Manoel C Marques Neto; Felipe Machado; Thiago Rodrigues; Carlos AS Santos; Raoni Kulesza
1866,Thales P Ferreira; Raoni Kulesza; GL Souza Filho
1867,Adriano Cesar Machado PEREIRA
1868,Daniel C Uchoa; Raoni Kulesza; Reinaldo Matushima; Samuel Kopp; Graca Bressan; Regina M Silveira
1869,Raoni Kulesza; Uirá Kulesza; Graça Bressan
1870,Raoni Kulesza; Graça Bressan
1871,Amanda Azevedo; Sandro Gonçalves; Valdecir Becker; Raoni Kulesza; Fábia Carolino; Agnaldo Macedo Filho
1872,Lucas OC Aversari; Raoni Kulesza; Josilene A Moreira
1873,Manoel Carvalho Marques Neto; Raoni Kulesza; Thiago Rodrigues; Felipe AL Machado; Celso AS Santos
1874,Rostand Edson Oliveira Costa; Tiago Maritan Ugulino Araújo; Gutenberg Pessoa Botelho Neto; Danilo Assis Nobre dos Santos Silva; Raoni Kulesza; Guido Lemos Souza Filho
1875,Felipe Soares de Oliveira; Jônatas Pereira C de Araujo; Tatiana Aires Tavares; Raoni Kulesza; GL de Souza Filho
1876,Christiane Meiler Baptista; Ian Korolkovas; Raoni Kulesza; Itana Stiubiener; Graça Bressan; Regina Melo Silveira; Wilson Vicente Ruggiero
1877,Raoni Kulesza; Jefferson Ferreira; Álan Lívio; Lucenildo Aquino Júnior; Silvio Meira; Guido Lemos; João Pessoa
1878,Richelieu RA Costa; Raoni Kulesza; Rafael MT Nobrega; Daniel C França; Tiago MU Araújo; Rostand EO Costa; Guido LS Filho
1879,Matheus Lima; Guido Lemos; Raoni Kulesza
1880,Raoni Kulesza; Rafael Toscano; Richelieu R Costa; Jaqueline D Noleto
1881,Raoni Kulesza; Rafael Toscano; Richelieu R Costa; Jaqueline D Noleto; Gabriel A Moreira; Francisco PA de Medeiros; Carlos ES Dias
1882,Sandro Gonçalves; Helder Bruno AM de Souza; Fábia Carolino; Raoni Kulesza; Rafael M Toscano; Valdecir Becker
1883,Manoel Carvalho Marques Neto; Raoni Kulesza; Thiago Rodrigues; Felipe AL Machado; Celso AS Santos
1884,María José Abásolo Guerrero; Raoni Kulesza
1885,María José Abásolo; Raoni Kulesza
1886,María José Abásolo Guerrero; Raoni Kulesza
1887,Marcelo Fernandes Sousa; Raoni Kulesza; Carlos Guimarães Ferraz
1888,Raoni Kulesza
1889,Raoni Kulesza
1890,Raoni Kulesza; Silvio RL Meira; Thales P Ferreira; Álan Lívio; Guido LS Souza Filho; Manoel C Marques Neto; Celso AS Santos
1891,Pierre Araújo; Marcel de Souza; Thales Ferreira; Caio Caroca; Álan Lívio; Jônatas PC de Araujo; Raoni Kulesza; Guido L de Souza Filho
1892,Raoni Kulesza; Reinaldo Matushima; Daniel C Uchôa; Samuel Kopp; Bruno Klava; Regina M Silveira
1893,Raoni Kulesza; Luiz GP Alves; Fernando L Almeida; Marcos F Jardini; Marco AVM Vasconcelos; LS Guido Filho; Regina M Silveira; Graça Bressan
1894,Raoni Kulesza; Uirá Kulesza; Graça Bressan
