Professor,Artigo
RUY ALBERTO CORREA ALTAFIM,Ensino à distância divide candidatos à reitoria da USP.[Depoimento a Ricardo Westin]
RUY ALBERTO CORREA ALTAFIM,""" A USP tem de assumir sua posição política""[Entrevista a Renata Cafardo]: pedagoga quer que alunos participem mais das decisões; única mulher na disputa não vê machismo na …"
RUY ALBERTO CORREA ALTAFIM,""" É preciso democracia nas relações da USP""[Entrevista a Simone Iwasso]: centralização de poder e estrutura com poucos canais de diálogo dentro da instituição são maior …"
RUY ALBERTO CORREA ALTAFIM,"Cartas na mesa: quem são e o que propõem os candidatos à reitoria [Depoimento a Bruno F. Leite, Lucas Hitata]"
RUY ALBERTO CORREA ALTAFIM,"Candidatos a reitor discutem democracia na USP e estatuto em debate [Depoimento a Bruno F. Leite, Lucas Hitata]"
RUY ALBERTO CORREA ALTAFIM,Avaliação externa da USP divide candidatos [Depoimento a Ricardo Westin]: participação da universidade no Enade não é consenso entre professores
RUY ALBERTO CORREA ALTAFIM,Avaliação externa da USP divide candidatos.[Depoimento a Ricardo Westin]
RUY ALBERTO CORREA ALTAFIM,Pensar e debater a Universidade: candidatos divulgam suas propostas para a Reitoria da USP em encontro realizado no Instituto de Ciências Biomédicas [Depoimento a Paulo Hebmüller]
RUY ALBERTO CORREA ALTAFIM,"Em busca de novas estratégias: na Faculdade de Filosofia, Letras e Ciências Humanas, candidatos à Reitoria discutem temas como ensino à distância, sistema eleitoral e …"
RUY ALBERTO CORREA ALTAFIM,Análise da hidrofobicidade de materiais isolantes auxiliada pelo processamento digital de imagens
RUY ALBERTO CORREA ALTAFIM,A cultura e extensão universitária nos 75 anos da USP
RUY ALBERTO CORREA ALTAFIM,Vinte anos de Pró-reitoria
RUY ALBERTO CORREA ALTAFIM,Compósito madeira: resina poliuretana para aplicações elétricas
RUY ALBERTO CORREA ALTAFIM,Ozonizadores para tratamento de água e esgoto: uma nova abordagem
RUY ALBERTO CORREA ALTAFIM,Integração do processo de submissão de dados em CMS por meio de uma arquitetura baseada em XML
RUY ALBERTO CORREA ALTAFIM,Balança dinâmica com sensor piezelétrico polimérico
RUY ALBERTO CORREA ALTAFIM,Implementação de uma metodologia didática baseada na fragmentação de um problema complexo de engenharia
RUY ALBERTO CORREA ALTAFIM,Caderno de exercícios: SEL 309-eletromagnetismo
RUY ALBERTO CORREA ALTAFIM,Ensaio de isoladores do tipo mergulho rotativo sob tensão elétrica
RUY ALBERTO CORREA ALTAFIM,Experiment-based two-port model for the behaviour of grounding grids under high impulse current
RUY ALBERTO CORREA ALTAFIM,Estudo de sistemas de aterramento através do método da associação série-paralelo
RUY ALBERTO CORREA ALTAFIM,"Estudo das Propriedades Elétricas e Mecânicas das Madeiras de Pinus Elliottii e Eucalyptus citriodora, Impregnadas com Resina Poliuretana derivada de Óleo de Mamona e Ensaios …"
RUY ALBERTO CORREA ALTAFIM,Funções de mérito em contornos deformáveis: uma análise global da distância ótima entre os pontos
RUY ALBERTO CORREA ALTAFIM,Orientação híbrida em contornos deformáveis por rede neural supervisória: um novo paradigma
RUY ALBERTO CORREA ALTAFIM,Contornos deformáveis adaptativos em imagens médicas
RUY ALBERTO CORREA ALTAFIM,Cruzetas de madeira resinada como alternativa para o sistema aéreo de distribuição de energia elétrica
RUY ALBERTO CORREA ALTAFIM,"A USP tem influenciado intensamente todas as áreas do conhecimento, participando ativamente da sociedade.[Entrevista]"
RUY ALBERTO CORREA ALTAFIM,Estudo do efeito de pára-raios nas sobretensões induzidas por descargas atmosféricas em linha de média tensão e desenvolvimento de metodologia para simulação computacional de …
RUY ALBERTO CORREA ALTAFIM,Timber cross-arms coated with polyurethane resin: tests and numerical simulations
RUY ALBERTO CORREA ALTAFIM,A NOVELL ALGORITHM FOR ACTIVES CONTOUR MODELS: ADAPTIVE SNAKES
RUY ALBERTO CORREA ALTAFIM,TN LCD electric model
RUY ALBERTO CORREA ALTAFIM,LCD voltage sensor
RUY ALBERTO CORREA ALTAFIM,Avaliação de sobretensões em equipamentos elétricos e linhas de transmissão e a coordenação do isolamento por simulações computacionais
RUY ALBERTO CORREA ALTAFIM,Implementação de sensores de sobretensão empregando a tecnologia dos eletretos
RUY ALBERTO CORREA ALTAFIM,ENERGY EFFICIENCY AND ALTERNATIVE ENERGY SOURCES AT THE UNIVERSIDADE OF SÃO PAULO
RUY ALBERTO CORREA ALTAFIM,Resultados preliminares de medições de tensões induzidas por descargas atmosféricas em linhaas de média tensão e simulação de sistemas de aterramento
RUY ALBERTO CORREA ALTAFIM,Sistema de aquisição de dados de descargas atmosféricas e de tensões induzidas em linhas de media tensão
RUY ALBERTO CORREA ALTAFIM,Influência da impregnação com resina sintética nas propriedades de resistência à compressão da madeira de Pinus Elliotti [CD-ROM]
RUY ALBERTO CORREA ALTAFIM,Resistor Shunt para medições de correntes impulsivas
RUY ALBERTO CORREA ALTAFIM,Sistema de aquisição de dados programa computacional de aquisição TEKLINK v. 2.1
RUY ALBERTO CORREA ALTAFIM,Analysis of the area required for substation grounding resistance measurements
RUY ALBERTO CORREA ALTAFIM,A new methodology for dielectric materials analysis used in polymeric insulators; Uma nova metodologia para analise dos materiais dieletricos usados em isoladores polimericos
RUY ALBERTO CORREA ALTAFIM,Uma nova metodologia para análise dos materiais dielétricos usados em isoladores poliméricos [CD-ROM]
RUY ALBERTO CORREA ALTAFIM,Medição de corrente-Classe 15 kV em sistemas industriais com uso de dispositivo eletro-óptico
RUY ALBERTO CORREA ALTAFIM,Desenvolvimento de um sistema de aquisição de dados para o estudo de sobretensões em linhas de distribuição de média tensão
RUY ALBERTO CORREA ALTAFIM,Desenvolvimento de um sistema de aquisição de dados para o estudo de linhas de distribuição de média tensão
RUY ALBERTO CORREA ALTAFIM,Resistor para medições de correntes de descargas atmosféricas
RUY ALBERTO CORREA ALTAFIM,Dielétricos líquidos: um paralelo entre normas e fenômenos físicos
RUY ALBERTO CORREA ALTAFIM,Desenvolvimento de um sistema de aquisição de dados para o estudo de linhas de distribuição de alta tensão
RUY ALBERTO CORREA ALTAFIM,Estudo de células de cristais líquidos termotrópicos calamíticos e suas aplicações como sensores eletro-ópticos de tensões elétricas
RUY ALBERTO CORREA ALTAFIM,Estudo da condutividade elétrica do álcool polivinílico
RUY ALBERTO CORREA ALTAFIM,Estudo das propriedades elétricas e mecânicas da madeira impregnada com resina poliuretana derivada de óleo de mamona
RUY ALBERTO CORREA ALTAFIM,Comando de sistemas de iluminação através de chaves remotas
RUY ALBERTO CORREA ALTAFIM,Study of fillers added into polyurethane resins and their effects on properties in working conditions [CD-ROM]
RUY ALBERTO CORREA ALTAFIM,Estudo de cargas acrescentadas em resinas poliuretanas em face das características de serviço
RUY ALBERTO CORREA ALTAFIM,Resinas poliuretanas derivadas do óleo de mamona usadas na fabricação de isoladores poliméricos-parte III [CD-ROM]
RUY ALBERTO CORREA ALTAFIM,Características térmicas de resinas poliuretanas usadas em isolação elétrica
RUY ALBERTO CORREA ALTAFIM,Electrostatic characterization of carpets and rugs
RUY ALBERTO CORREA ALTAFIM,Modelamento elétrico de cristais líquidos nemáticos em arranjos homogêneo e homeotrópico
RUY ALBERTO CORREA ALTAFIM,Propriedades dielétricas do cristal líquido nemático'E7'em uma ampla faixa de freqüências
RUY ALBERTO CORREA ALTAFIM,[Incidentes elétricos]: relatório final do processo 2290/99
RUY ALBERTO CORREA ALTAFIM,An improved electric impedance tomography dedicated to agriculture applications
RUY ALBERTO CORREA ALTAFIM,Measurements of grounding resistance in AC energized substations-procedures of maintenance
RUY ALBERTO CORREA ALTAFIM,Comando de cargas elétricas por meio de chaves remotas
RUY ALBERTO CORREA ALTAFIM,"Medidas de correntes e tensões em linhas de distribuição de energia-: 15kV por sistema eletro-ótico-montagens, testes e calibração dos sensores eletro-óticos e eletro-magnéticos"
RUY ALBERTO CORREA ALTAFIM,Caracterização elétrica de TN-LCDs fabricados no IM/CTI
RUY ALBERTO CORREA ALTAFIM,A Didactic Methodology Based in the Fragmentation of Complex Problems of Electrical Engineering
RUY ALBERTO CORREA ALTAFIM,"Contribuição para o estudo da impedância sob impulso, área efetiva, coeficiente de impulso e resistência de malhas de aterramento de subestações"
RUY ALBERTO CORREA ALTAFIM,Estudos sobre metodos para caracterizacao eletrostatica de materiais estatico-dissipativos e isolantes
RUY ALBERTO CORREA ALTAFIM,Medidas de correntes e tensões em linhas de distribuição de energia: classe 15kV por sistema eletro-ótico
RUY ALBERTO CORREA ALTAFIM,Controle e aquisição de dados AD
RUY ALBERTO CORREA ALTAFIM,Simulação de malhas de aterramento de subestações utilizando o software PSPICE
RUY ALBERTO CORREA ALTAFIM,Medição de tensões e correntes-classe 15 Kv-por sistemas eletro-ópticos e magneto-ópticos
RUY ALBERTO CORREA ALTAFIM,Controle e aquisição de dados gpib e ad
RUY ALBERTO CORREA ALTAFIM,Detector de picos de sobretensoes
RUY ALBERTO CORREA ALTAFIM,Medidas de correntes e tensoes em linhas de distribuicao de energia-15kv por sistema eletro-otico
RUY ALBERTO CORREA ALTAFIM,Desenvolvimento de um divisor de tensao capacitivo classe 300kv
RUY ALBERTO CORREA ALTAFIM,"Tutorial do programa estratif destinado a estratificação do solo em n camadas, empregando o metodo das curvas padrao"
RUY ALBERTO CORREA ALTAFIM,"Simposio de iniciacao cientifica da universidade de sao paulo, 4: engenharias e exatas"
RUY ALBERTO CORREA ALTAFIM,Manual do programa estratif: estratificação do solo-ambiente windows
RUY ALBERTO CORREA ALTAFIM,Electrohydrodynamic instability and electrical discharge initiation in hexane
RUY ALBERTO CORREA ALTAFIM,Estudos sobre estratificação do solo em camadas com diferentes resistividade
RUY ALBERTO CORREA ALTAFIM,Modelo em escala reduzida de solo estratificado: resultados de ensaios em cuba eletrolitica
RUY ALBERTO CORREA ALTAFIM,Diferencas finitas+ informatica= equipotenciais
RUY ALBERTO CORREA ALTAFIM,Sistema gpib-controle e aquisicao de dados
RUY ALBERTO CORREA ALTAFIM,Implementação de sensores de sobretensões e sobrecorrentes empregando a tecnologia dos eletretos
RUY ALBERTO CORREA ALTAFIM,Cuba eletrolitica para estudos sobre estratificacao do solo
RUY ALBERTO CORREA ALTAFIM,Modelo em escala reduzida de solo estratificado: cuba eletrolitica e medidores de resistividade
RUY ALBERTO CORREA ALTAFIM,Detector de picos de corrente e tensao
RUY ALBERTO CORREA ALTAFIM,Informatizacao em laboratorios de alta tensao novas tecnicas
RUY ALBERTO CORREA ALTAFIM,Nova abordagem para o estudo de sistemas de aterramentos quando submetidos à correntes impulsivas
RUY ALBERTO CORREA ALTAFIM,"Processo para formação de eletretos por descargas elétricas impulsivas, detetor tensão de pico, detetor de corrente de pico, medidor de potencial de superfície de eletreto e …"
RUY ALBERTO CORREA ALTAFIM,"Novo processo de calibracao dos sensores de correntes e tensoes impulsivas, usando a tecnologia dos eletretos"
RUY ALBERTO CORREA ALTAFIM,Medidor de tempo de resposta
RUY ALBERTO CORREA ALTAFIM,Modelamento de uma fonte de corrente nao linear dependente de tensao no programa pspice
RUY ALBERTO CORREA ALTAFIM,Impulse charging of electrets-applications
RUY ALBERTO CORREA ALTAFIM,Projeto de estratificacao do solo
RUY ALBERTO CORREA ALTAFIM,Determinacao da estratificacao do solo: um resgate de metodos
RUY ALBERTO CORREA ALTAFIM,Contadores de descargas atmosfericas
RUY ALBERTO CORREA ALTAFIM,Metodologia para interpretacao de graficos e oscilogramas com o auxilio de computador
RUY ALBERTO CORREA ALTAFIM,Electret transducer for measuring impulse voltages and currents-application in lightning detection
RUY ALBERTO CORREA ALTAFIM,Caracteristicas eletricas da descarga corona em geometria n-pontas/plano
RUY ALBERTO CORREA ALTAFIM,Eletreto-novo sensor de tensões e correntes impulsivas
RUY ALBERTO CORREA ALTAFIM,Detetor de pico de corrente e tensoes usando eletreto e procedimentos de formacao de eletretos e de medicao do potencial de superficie
RUY ALBERTO CORREA ALTAFIM,Apoio computacional para laboratório de alta tensão
RUY ALBERTO CORREA ALTAFIM,Calibracao de sensores magneticos dos picos de correntes impulsivas em condutores nao-cilindricos
RUY ALBERTO CORREA ALTAFIM,Experimental investigation on the peak lightning currents measured with a peak lightning currents detector
RUY ALBERTO CORREA ALTAFIM,Simulação computacional de sobretensões em linhas de transmissão e distribuição de energia
RUY ALBERTO CORREA ALTAFIM,Eletrômetro tipo capacitor vibrante para medição do potencial de superfície de amostras plásticas carregadas
RUY ALBERTO CORREA ALTAFIM,Laboratório didático de alta tensão de baixo custo
RUY ALBERTO CORREA ALTAFIM,Fitas magnéticas para substituir elos magnéticos
RUY ALBERTO CORREA ALTAFIM,"Experiencia no ensino de projeto de linhas de transmissao e distribuicao de energia, utilizando-se do microcomputador"
RUY ALBERTO CORREA ALTAFIM,Determinação da estratificação do solo em duas camadas com auxílio do computador
RUY ALBERTO CORREA ALTAFIM,"1.PHO Q [ fi""AA\~~0 li:rA CI.H-'pJt; ~T!CB. ll!.llB 1MC1403 ~I~mtg:()j~'f&~ ll!. O<IBCUHlUH!i.!il C'OtJZ>~Ç.!!o 00 10 'H'lt!CND P&. otU~VA 6l'l'liÜICll COI'tl ~ CU~\ftd) lllAI>!i?!OfiB t.&C:HHJI VO) Ci'g I U''l. I I t?, t lllt C:O…"
RUY ALBERTO CORREA ALTAFIM,Desenvolvimento de metodologia para projetos eletrônicos com apoio computacional
RUY ALBERTO CORREA ALTAFIM,Voltímetro para altas tensões contínuas e alternativas: classe 50 KV
RUY ALBERTO CORREA ALTAFIM,Projeto das instalacoes eletricas do bloco de salas de aula
RUY ALBERTO CORREA ALTAFIM,Estudo para utilização de um divisor resistivo na medição de altas tensões alternativas: freqüência industrial
RUY ALBERTO CORREA ALTAFIM,Análise vetorial
RUY ALBERTO CORREA ALTAFIM,"Medidor de altas tensões contínuas, alternadas e de impulso, controlado por microcomputador"
RUY ALBERTO CORREA ALTAFIM,Estudos teóricos e práticos sobre as tiras extensométricas
RUY ALBERTO CORREA ALTAFIM,Pesquisa para a construcao de um laboratorio didatico de alta tensao de baixo custo especificamente para gerar tensoes de impulso e continuas
RUY ALBERTO CORREA ALTAFIM,Investigation of Thermo-formed Piezoelectret Accelerometer under Different Electrodynamic Vibration Conditions
RUY ALBERTO CORREA ALTAFIM,Piezoelectric-based insole for gait analysis
RUY ALBERTO CORREA ALTAFIM,Implementação e caracterização de um método de carregamento baseado no método de carregamento por contato direto
RUY ALBERTO CORREA ALTAFIM,A New Route to Polymeric Transducers: 3D Printing of Polypropylene Ferroelectrets
RUY ALBERTO CORREA ALTAFIM,General information at www. cloznet. com/ieeetdei
RUY ALBERTO CORREA ALTAFIM,General information at www. cloznet. com/ieeetdei
RUY ALBERTO CORREA ALTAFIM,SENDI 2004 XVI SEMINÁRIO NACIONAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
RUY ALBERTO CORREA ALTAFIM,Cruzetas Impregnada com Resina Poliuretana Derivada de Óleo de Mamona–Processo Industrial.
RUY ALBERTO CORREA ALTAFIM,"Aakervik, J."
RUY ALBERTO CORREA ALTAFIM,تاثیر پرکننده ها (افزودنیها) برروی مقره های الکتریکی رزینی پلی اورتان
RUY ALBERTO CORREA ALTAFIM,گزارش ویژه
RUY ALBERTO PISANI ALTAFIM,Nenhuma publicação encontrada
SERGIO DE CARVALHO BEZERRA,Nenhuma publicação encontrada
TATIANA ARAUJO SIMOES,Nenhuma publicação encontrada
TEOBALDO LEITE BULHÕES JUNIOR,Nenhuma publicação encontrada
TIAGO PEREIRA DO NASCIMENTO,Nenhuma publicação encontrada
