Year,Track,Artist,Album,Duration (s),Genres,Track ID,Release Date,Popularity
2010,Round & Round,Selena Gomez & The Scene,A Year Without Rain,186,Unknown,5RhxBpoCwX2vLBcSJzYa5j,2010-01-01,61
2010,Over Now (with The Weeknd),"Calvin Harris, The Weeknd",Over Now (with The Weeknd),210,edm,58AGoOGbwsQMhBbH0eFLRR,2020-08-28,64
2010,Mine (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),231,Unknown,7G0gBu6nLdhFDPRLc0HdDG,2023-07-07,74
2010,Unfaithful,Rihanna,A Girl Like Me,226,Unknown,13xxBnXOuiBxVxJI458B0i,2006-04-10,73
2010,My Humps,Black Eyed Peas,Monkey Business,326,Unknown,20jYtEun4dUdYZ9foaOC48,2005-01-01,75
2010,Te Amo,Rihanna,Rated R,208,Unknown,4YYHgF9dWyVSor0GtrBzdf,2009-11-20,70
2010,The Time (Dirty Bit),Black Eyed Peas,The Beginning (Deluxe),307,Unknown,7vWFaMq63AwkFDhS2OAg5u,2010-01-01,75
2010,Grenade,Bruno Mars,Doo-Wops & Hooligans,222,Unknown,4lLtanYk6tkMvooU0tWzG8,2010-05-11,83
2010,Replay,Iyaz,Replay,182,Unknown,4E5P1XyAFtrjpiIxkydly4,2009-08-18,83
2010,Eenie Meenie,"Sean Kingston, Justin Bieber",Eenie Meenie,201,Unknown,4vVTI94F9uJ8lHNDWKv0i2,2010-03-23,79
2010,The Time (Dirty Bit),Black Eyed Peas,The Beginning (Deluxe),307,Unknown,7vWFaMq63AwkFDhS2OAg5u,2010-01-01,75
2011,Bitter Sweet Symphony - Remastered 2016,The Verve,Urban Hymns (Remastered 2016),357,"britpop, shoegaze",57iDDD9N9tTWe75x6qhStw,1997-09-29,84
2011,On The Floor,"Jennifer Lopez, Pitbull",Love?,284,Unknown,3C0nOe05EIt1390bVABLyN,2011-04-29,83
2011,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,262,Unknown,7mitXLIMCflkhZiD34uEQI,2011-01-01,76
2011,Baby,"Justin Bieber, Ludacris",My World 2.0,214,Unknown,6epn3r7S14KUqlReYr77hA,2010-01-01,84
2011,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,189,Unknown,386RUes7n1uM1yfzgeUuwp,2010-05-11,81
2011,Danza Kuduro,"Don Omar, Lucenzo",Meet The Orphans,198,"reggaeton, urbano latino",2a1o6ZejUi8U3wzzOtCOYw,2010-01-01,84
2011,Super Bass,Nicki Minaj,Pink Friday (Complete Edition),200,Unknown,3hlksXnvbKogFdPbpO9vel,2010-11-22,81
2011,Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",Planet Pit (Deluxe Version),231,Unknown,2cZrrQMjB63c0iIugYH9zS,2011-06-17,75
2011,Grenade,Bruno Mars,Doo-Wops & Hooligans,222,Unknown,4lLtanYk6tkMvooU0tWzG8,2010-05-11,83
2011,Rolling in the Deep,Adele,21,228,soft pop,1c8gk2PeTE04A1pIDH9YMk,2011-01-24,80
2011,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),252,Unknown,4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,89
2011,Firework,Katy Perry,Teenage Dream,227,pop,3lXbHd0EoryoQh3vpevNEP,2010-01-01,76
2011,Sexy And I Know It,LMFAO,Sorry For Party Rocking,199,Unknown,70Vdd1gx5tn84jkAU31ASv,2011-01-01,72
2011,Price Tag,"Jessie J, B.o.B",Who You Are (Platinum Edition),223,Unknown,2fTsFCKRFQ5M0igJgabnLA,2011-01-01,80
2011,Love The Way You Lie,"Eminem, Rihanna",Recovery,263,"rap, hip hop",15JINEqzVMv3SvJTAXAKED,2010-06-18,86
2011,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",Listen Up! The Official 2010 FIFA World Cup Album,202,latin pop,6bNB5gxFX6Q87DbQWb8OWZ,2010-05-28,69
2011,Never Say Never,"Justin Bieber, Jaden",Never Say Never - The Remixes,227,Unknown,5GYbkDveRD2I8M5ZJ14hWn,2011-01-01,77
2011,E.T.,"Katy Perry, Kanye West",Teenage Dream: The Complete Confection,229,pop,36ux3YuUsGTWPT8fXclS45,2012-03-12,69
2011,What's My Name?,"Rihanna, Drake",Loud (Japan Version),263,Unknown,6DkXLzBQT7cwXmTyzAB1DJ,2010-01-01,78
2011,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,230,pop,1htQDV8JxSuXG2QsNj5ttr,2010-01-01,79
2011,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,220,Unknown,47Slg6LuqLaX0VodpSCvPt,2010-05-11,84
2011,The Time (Dirty Bit),Black Eyed Peas,The Beginning (Deluxe),307,Unknown,7vWFaMq63AwkFDhS2OAg5u,2010-01-01,75
2011,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes",F.A.M.E. (Expanded Edition),222,r&b,3hsmbFKT5Cujb5GQjqEU39,2011-03-22,73
2011,Only Girl (In The World),Rihanna,Loud (Japan Version),235,Unknown,2ENexcMEMsYk0rVJigVD3i,2010-01-01,86
2011,Not Afraid,Eminem,Recovery,248,"rap, hip hop",7Ie9W94M7OjPoZVV216Xus,2010-06-18,81
2011,Man Down,Rihanna,Loud,267,Unknown,1Bx0zEdVjkFlV27iKaePug,2010-11-16,74
2011,I Just Had Sex,"The Lonely Island, Akon",Turtleneck & Chain (Explicit Version),166,comedy,5PEleSkK4p4E1sx3x7cOLt,2011-01-01,62
2011,Judas,Lady Gaga,Born This Way (International Special Edition Version),249,"art pop, pop",7F25roCtYi55JouckaayPC,2011-05-23,82
2011,Rabiosa (feat. Pitbull),"Shakira, Pitbull",Sale el Sol,170,latin pop,2Xh7dyCHCErCv3PmdVEGw4,2010-10-19,71
2011,Run the World (Girls),Beyoncé,4,236,Unknown,1uXbwHHfgsXcUKfSZw5ZJ0,2011-06-24,73
2011,Mr. Saxobeat - Radio Edit,Alexandra Stan,Saxobeats,195,Unknown,3LWDPEXEaLBRGNLbdcbwBR,2011-11-16,78
2011,Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),294,"art pop, pop",0SiywuOBRcynK0uKGWdCnn,2009-11-05,86
2011,Who Says,Selena Gomez & The Scene,When The Sun Goes Down,195,Unknown,3TcL0dyCMyr0kyTTc4NLgI,2011-01-01,75
2011,I'm Into You,"Jennifer Lopez, Lil Wayne",Love?,200,Unknown,76sWab9iC3vvk21aln8G8t,2011-04-29,65
2011,Just Can’t Get Enough,Black Eyed Peas,The Beginning,219,Unknown,3JA9Jsuxr4xgHXEawAdCp4,2010-01-01,81
2011,Ai Se Eu Te Pego - Ao Vivo,Michel Teló,As Melhores do Michel Teló,166,"sertanejo, sertanejo universitário, sertanejo tradicional",1g2TstaKy626gIEtfIiSQB,2023-04-19,49
2011,California King Bed,Rihanna,Loud (Japan Version),251,Unknown,1NpDnkQO0yWxTtntrC0UNz,2010-01-01,69
2011,We Found Love,"Rihanna, Calvin Harris",Talk That Talk,215,Unknown,6qn9YLKt13AGvpq9jfO8py,2011-11-18,85
2011,What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),220,Unknown,2z4U9d5OAA4YLNXoCgioxo,2011-03-08,78
2011,Black and Yellow,Wiz Khalifa,Rolling Papers,217,rap,5A6OHHy73AR5tLxgTc98zz,2011-03-29,77
2011,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,188,Unknown,0laYHRpNTS6i8FXdupHkJ4,2011-01-01,83
2011,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",Nothing but the Beat (Ultimate Edition),194,"edm, dance",7ks6AZmFcm3Y6PGGxGSmlB,2012-12-07,77
2011,Somebody To Love Remix,"Justin Bieber, USHER",Never Say Never - The Remixes,220,Unknown,7IUl5c6u18rzmyQOblj10T,2011-01-01,61
2011,Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),182,Unknown,7xapw9Oy21WpfEcib2ErSA,2011-01-01,67
2011,Born This Way,Lady Gaga,Born This Way (International Special Edition Version),260,"art pop, pop",30XU4suKzCeoCK9YFzdufg,2011-05-23,76
2011,Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),237,pop,38iU2jg98IZZEIJPrP7aWD,2011-03-28,68
2011,Someone Like You,Adele,21,285,soft pop,1zwMYTA5nlNjZxYrvBB2pV,2011-01-24,80
2011,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),202,Unknown,3E7dfMvvCLUddWissuqMwr,2009-01-01,82
2011,I Need A Doctor,"Dr. Dre, Eminem, Skylar Grey",I Need A Doctor,283,"g-funk, gangster rap, west coast hip hop, hip hop, rap",70ATm56tH7OrQ1zurYssz0,2011-02-01,71
2011,Down On Me,"Jeremih, 50 Cent",All About You,228,Unknown,0x3TibRgnSqzkcwrqBd4iX,2010-01-01,76
2011,Taboo,Don Omar,Meet The Orphans,292,"reggaeton, urbano latino",4cyYC67XY3weSVmSLdKLP8,2010-01-01,78
2011,Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",Planet Pit (Deluxe Version),234,Unknown,3rfhI32Il2hVRKDkuGeeen,2011-06-17,79
2011,One Time,Justin Bieber,My World,215,Unknown,6eDApnV9Jdb1nYahOlbbUh,2009-01-01,76
2011,Yeah 3x,Chris Brown,F.A.M.E. (Expanded Edition),241,r&b,2QtxlzvSBONjs1bDC34ixs,2011-03-22,71
2011,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over (Revised International Standard version),201,pop,7pYfyrMNPn3wtoCyqcTVoI,2010,83
2011,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),210,pop,5cCAZS9VhLGEDV4NCfieeg,2011-03-28,71
2011,Coming Home,"Diddy - Dirty Money, Skylar Grey",Last Train To Paris,238,Unknown,6Iocm6VMu6bVNYwiDoyQFW,2010-01-01,68
2011,Champagne Showers,"LMFAO, Natalia Kills",Sorry For Party Rocking,264,Unknown,4NGikVnR4wpcB79gZE7tgg,2011-01-01,56
2011,Hold It Against Me,Britney Spears,Femme Fatale (Deluxe Version),228,pop,7Dyq1bhhjknLKEGg4k5NLr,2011-03-28,59
2011,Tonight (I'm Lovin' You),"Enrique Iglesias, Ludacris, DJ Frank E",Euphoria,231,"latin pop, latin",79R98MwYRcQZdAzjjzUbiX,2010,54
2011,Next To You (feat. Justin Bieber),"Chris Brown, Justin Bieber",F.A.M.E. (Expanded Edition),265,r&b,7gd01LMH2gBcoDngSt8sq9,2011-03-22,73
2011,A Year Without Rain,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),234,Unknown,0lYS1tJg3r6ATe9bRPB0Hu,2010-01-01,63
2011,Love Me,Justin Bieber,My World,191,Unknown,0yIywEquxORnu1dR0WYsdN,2009-01-01,71
2011,Loca (feat. El Cata),"Shakira, El Cata",Sale el Sol,183,latin pop,42k1KeBehAd83lrGt1okiC,2010-10-19,77
2011,Written in the Stars (feat. Eric Turner),"Tinie Tempah, Eric Turner",Written in the Stars (feat. Eric Turner),207,grime,5m5TRf7ggoguXtcXQGprN4,2010-09-03,59
2011,Best Thing I Never Had,Beyoncé,4,253,Unknown,3lBRNqXjPp2j3JMTCXDTNO,2011-06-24,68
2011,Sweat - Snoop Dogg vs David Guetta Remix,"Snoop Dogg, David Guetta",Sweat (Snoop Dogg vs David Guetta Remix),195,"g-funk, west coast hip hop, gangster rap, hip hop, rap",0R7YVi7w41Dr9jU5vblAok,2011-01-01,71
2011,You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),231,Unknown,1qrpoAMXodY6895hGKoUpA,2021-04-09,82
2011,Naturally,Selena Gomez & The Scene,Kiss & Tell,202,Unknown,1YaVmBh7EAeR54FIjuFcb5,2009-01-01,68
2011,Jack Sparrow,"The Lonely Island, Michael Bolton",Turtleneck & Chain (Explicit Version),187,comedy,3O9nQmCkiA2VUAqQpkJZhD,2011-01-01,57
2011,Wish You Were Here,Avril Lavigne,Goodbye Lullaby (Expanded Edition),225,Unknown,5XHf9PBxxHmJFuiDkGNIOA,2011-03-08,68
2011,Little Bad Girl (feat. Taio Cruz & Ludacris),"David Guetta, Ludacris, Taio Cruz",Nothing but the Beat (Ultimate Edition),192,"edm, dance",55VzNhbcf0Gxf6qRCUAV01,2012-12-07,65
2011,Don't Wanna Go Home,Jason Derulo,Future History (Deluxe Edition),206,Unknown,1r3myKmjWoOqRip99CmSj1,2011-09-16,65
2011,Just A Dream,Nelly,5.0,237,Unknown,3ZdJffjzJWFimSQyxgGIxN,2010-11-12,77
2011,Cheers (Drink To That),Rihanna,Loud,261,Unknown,5Lm8wha7kmEuqyjJ237HNM,2010-11-16,54
2011,Roll Up,Wiz Khalifa,Rolling Papers,227,rap,53DB6LJV9B8sz0p1s6tlGS,2011-03-29,64
2011,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,210,Unknown,0qOnSQQF0yzuPWsXrQ9paz,2011-11-11,83
2011,Poker Face,Lady Gaga,The Fame,237,"art pop, pop",1QV6tiMFM6fSOKOGLMHYYg,2008-01-01,85
2011,Nuki Nuki (The Nuki Song),Gummibär,La La Love To Dance,147,children's music,6mijdF5gzHSWjga5sCEqgS,2010-03-09,45
2011,Rude Boy,Rihanna,Rated R,222,Unknown,60jzFy6Nn4M0iD1d94oteF,2009-11-20,79
2011,Don’t Stop The Party,Black Eyed Peas,The Beginning,367,Unknown,61s24wRVyG7NP9m7EjdDKL,2010-01-01,66
2011,Without You (feat. Usher),"David Guetta, USHER",Nothing but the Beat (Ultimate Edition),208,"edm, dance",3UN6cIn3VIyg0z1LCuFSum,2012-12-07,74
2011,I Like It,"Enrique Iglesias, Pitbull",Euphoria,231,"latin pop, latin",7HacCTm33hZYYN8DXpCYuG,2010,72
2011,One Less Lonely Girl,Justin Bieber,My World,229,Unknown,69ghzc538EQSVon2Gm3wrr,2009-01-01,73
2011,Shots,"LMFAO, Lil Jon",Party Rock,222,Unknown,1V4jC0vJ5525lEF1bFgPX2,2009-01-01,70
2011,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",B.o.B Presents: The Adventures of Bobby Ray,180,Unknown,6lV2MSQmRIkycDScNtrBXO,2010-04-27,76
2011,Pumped Up Kicks,Foster The People,Torches,239,Unknown,7w87IxuO7BDcJ3YUqCyMTT,2011-05-23,87
2011,Scary Monsters and Nice Sprites,Skrillex,Scary Monsters and Nice Sprites (Deluxe Tour Edition),243,"dubstep, edm, electro, electronic",5q8oybjZelukF4h0CzSUN9,2010-12-21,59
2011,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,193,Unknown,5mMjkxGijQB4JZallYrkOW,2008-11-12,64
2011,Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",Lazarus,211,Unknown,2qPUnoasNe4Ep43emVXEig,2010-06-07,76
2011,No Love,"Eminem, Lil Wayne",Recovery,299,"rap, hip hop",7bHT9osSq1rwT2yaImzqCi,2010-06-18,72
2011,Right There,"Nicole Scherzinger, 50 Cent",Killer Love (Deluxe Edition),262,Unknown,6ZKOTsLgLGiF6hLVm4W4D2,2011-01-01,54
2011,Beautiful,Eminem,Relapse: Refill,392,"rap, hip hop",1HR2CTi0ytRJIcik1QKdOa,2009-05-15,71
2011,On My Level (feat. Too $hort),"Wiz Khalifa, Too $hort",Rolling Papers,272,rap,0osPX8TruIebOhKuG6GK8C,2011-03-29,65
2011,Never Let You Go,Justin Bieber,My World 2.0,264,Unknown,01BlGnXpLuC0BjgUxVYZFb,2010-01-01,64
2011,jar of hearts,Christina Perri,lovestrong.,246,soft pop,0HZhYMZOcUzZKSFwPOti6m,2011-05-10,76
2012,Gettin' Over You (feat. Fergie & LMFAO),"David Guetta, Chris Willis, Fergie, LMFAO",One More Love,188,"edm, dance",0QFhSpTIEGnv7F4VxHOvKA,2011-08-05,56
2012,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),219,k-pop,03UrZgTINDqvnUMbbIMhql,2012-01-01,77
2012,Call Me Maybe,Carly Rae Jepsen,Kiss,193,Unknown,20I6sIOMTCkB6w7ryavxtO,2012-01-01,83
2012,Ai Se Eu Te Pego - Ao Vivo,Michel Teló,As Melhores do Michel Teló,166,"sertanejo, sertanejo universitário, sertanejo tradicional",1g2TstaKy626gIEtfIiSQB,2023-04-19,49
2012,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,244,Unknown,1qDrWA6lyx8cLECdZE7TV7,2011-01-01,83
2012,What Makes You Beautiful,One Direction,Up All Night,199,Unknown,4cluDES4hQEUhmXj6TXkSo,2012-05-25,86
2012,International Love (feat. Chris Brown),"Pitbull, Chris Brown",Planet Pit (Deluxe Version),227,Unknown,62zFEHfAYl5kdHYOivj4BC,2011-06-17,84
2012,Dance Again,"Jennifer Lopez, Pitbull",Dance Again...The Hits,237,Unknown,2xnoPV3NLescauc0ZJ1MDZ,2012-07-24,69
2012,Boyfriend,Justin Bieber,Believe,171,Unknown,3UGIZ8qcrMTwzLbx6Kttqt,2012-01-01,77
2012,One Thing,One Direction,Up All Night,197,Unknown,5G2c6FsfTzgYUzageCmfXY,2012-05-25,75
2012,Mirror,"Lil Wayne, Bruno Mars",Tha Carter IV (Complete Edition),228,"rap, hip hop",5hUYsaOyMY32yjRXeuQwGj,2011-08-29,78
2012,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,262,Unknown,7mitXLIMCflkhZiD34uEQI,2011-01-01,76
2012,On The Floor,"Jennifer Lopez, Pitbull",Love?,284,Unknown,3C0nOe05EIt1390bVABLyN,2011-04-29,83
2012,Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",Nothing but the Beat (Ultimate Edition),199,"edm, dance",6T27IN7Ai94BeDv6PPCmoC,2012-12-07,71
2012,Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",Planet Pit (Deluxe Version),231,Unknown,2cZrrQMjB63c0iIugYH9zS,2011-06-17,75
2012,Rolling in the Deep,Adele,21,228,soft pop,1c8gk2PeTE04A1pIDH9YMk,2011-01-24,80
2012,Someone Like You,Adele,21,285,soft pop,1zwMYTA5nlNjZxYrvBB2pV,2011-01-24,80
2012,Where Have You Been,Rihanna,Talk That Talk,242,Unknown,5WQQIDU3HRaMyPkob8mpFb,2011-11-18,77
2012,Sorry For Party Rocking,LMFAO,Sorry For Party Rocking,203,Unknown,68rRbbwmXydDOqhArVTFTX,2011-01-01,64
2012,Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,232,Unknown,1NpW5kyvO4XrNJ3rnfcNy3,2012-06-22,83
2012,Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),245,"edm, dance",0TDLuuLlV54CkRRUOahJb4,2012-12-07,84
2012,We Found Love,"Rihanna, Calvin Harris",Talk That Talk,215,Unknown,6qn9YLKt13AGvpq9jfO8py,2011-11-18,85
2012,Paradise,Coldplay,Mylo Xyloto,278,Unknown,6nek1Nin9q48AVZcWs9e9D,2011-10-24,87
2012,Baby,"Justin Bieber, Ludacris",My World 2.0,214,Unknown,6epn3r7S14KUqlReYr77hA,2010-01-01,84
2012,Live While We're Young,One Direction,Take Me Home (Expanded Edition),200,Unknown,6Vh03bkEfXqekWp7Y1UBRb,2012-11-12,74
2012,Danza Kuduro,"Don Omar, Lucenzo",Meet The Orphans,198,"reggaeton, urbano latino",2a1o6ZejUi8U3wzzOtCOYw,2010-01-01,84
2012,Beauty And A Beat,"Justin Bieber, Nicki Minaj",Believe,227,Unknown,6QFCMUUq1T2Vf5sFUXcuQ7,2012-01-01,84
2012,Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,216,pop,1nZzRJbFvCEct3uzu04ZoL,2012-03-12,76
2012,¡Corre!,Jesse & Joy,¿Con quién se queda el perro? (Spain Standard),288,latin pop,2Q443xy0yMQNR3i4NlCrnH,2011-12-06,54
2012,Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,220,pop,5JLv62qFIS1DR3zGEcApRt,2012-03-12,78
2012,Diamonds,Rihanna,Unapologetic (Deluxe),225,Unknown,6O20JhBJPePEkBdrB5sqRx,2012-12-11,77
2012,The One That Got Away,Katy Perry,Teenage Dream,227,pop,2009X8GyWTqyxIdzAEYW6N,2010-01-01,76
2012,Love The Way You Lie,"Eminem, Rihanna",Recovery,263,"rap, hip hop",15JINEqzVMv3SvJTAXAKED,2010-06-18,86
2012,Follow The Leader,"Wisin & Yandel, Jennifer Lopez",Líderes,240,"reggaeton, urbano latino",2RMWA3mvD4nxBR1sGF7wRp,2012-01-01,64
2012,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),193,Unknown,5YqltLsjdqFtvqE7Nrysvs,2021-11-12,75
2012,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,189,Unknown,386RUes7n1uM1yfzgeUuwp,2010-05-11,81
2012,Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),210,Unknown,2EBCVPNAG46nbgs6jXPGvv,2012-01-01,80
2012,One More Night,Maroon 5,Overexposed Track By Track,219,pop,6cpk00i5TxCqSeqNi2HuIe,2012-01-01,81
2012,It Will Rain,Bruno Mars,It Will Rain,257,Unknown,0M3HkE321xpCbCYqVKzr1q,2011-09-28,84
2012,She Doesn't Mind,Sean Paul,Tomahawk Technique,227,dancehall,4odiyU3myG29Ld0wurMfE8,2012-01-24,77
2012,Domino,Jessie J,Who You Are (Platinum Edition),231,Unknown,2fQxE0jVrjNMT9oJAXtSJR,2011-01-01,79
2012,As Long As You Love Me,"Justin Bieber, Big Sean",Believe (Deluxe Edition),229,Unknown,0pwYLVXVknPSGUQb39cePC,2012-06-15,69
2012,Payphone,"Maroon 5, Wiz Khalifa",Overexposed Track By Track,231,pop,1XGmzt0PVuFgQYYnV2It7A,2012-01-01,86
2012,Bangarang (feat. Sirah),"Skrillex, Sirah",Bangarang EP,215,"dubstep, edm, electro, electronic",6VRhkROS2SZHGlp0pxndbJ,2011-12-27,72
2012,Good Feeling,Flo Rida,Wild Ones,248,Unknown,2LEF1A8DOZ9wRYikWgVlZ8,2012-06-22,82
2012,Super Bass,Nicki Minaj,Pink Friday (Complete Edition),200,Unknown,3hlksXnvbKogFdPbpO9vel,2010-11-22,81
2012,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,250,Unknown,5rgy6ghBq1eRApCkeUdJXf,2012-02-14,81
2012,This Is Love,"will.i.am, Eva Simons",#willpower (Deluxe),279,Unknown,7IohFKIwrb75c4XaqX7WWo,2013-01-01,62
2012,Goin' In,"Jennifer Lopez, Flo Rida",Goin' In,247,Unknown,3FcuEYORBT54KSVDRhr4zC,2012-01-01,47
2012,Payphone,"Maroon 5, Wiz Khalifa",Overexposed Track By Track,231,pop,1XGmzt0PVuFgQYYnV2It7A,2012-01-01,86
2012,Beez In The Trap,"Nicki Minaj, 2 Chainz",Pink Friday ... Roman Reloaded (Deluxe),268,Unknown,4It00tEYLwpjQtAhqnjCPC,2012-01-01,60
2012,Firework,Katy Perry,Teenage Dream,227,pop,3lXbHd0EoryoQh3vpevNEP,2010-01-01,76
2012,She Wolf (Falling to Pieces) [feat. Sia],"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),222,"edm, dance",1SgdUjvppHnIp6L7DZSnwc,2012-12-07,70
2012,Born To Die,Lana Del Rey,Born To Die - The Paradise Edition,285,Unknown,4Ouhoi2lAhrLJKFzUqEzwl,2012-01-01,78
2012,Turn Up the Music,Chris Brown,Fortune (Expanded Edition),227,r&b,1RMRkCn07y2xtBip9DzwmC,2012-07-03,66
2012,Addicted to You,Shakira,Sale el Sol,147,latin pop,4zy1s9GnxWsNzZp1688euA,2010-10-19,76
2012,Wish You Were Here,Avril Lavigne,Goodbye Lullaby (Expanded Edition),225,Unknown,5XHf9PBxxHmJFuiDkGNIOA,2011-03-08,68
2012,Not Afraid,Eminem,Recovery,248,"rap, hip hop",7Ie9W94M7OjPoZVV216Xus,2010-06-18,81
2012,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),252,Unknown,4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,89
2012,"Young, Wild And Free",LIZ JOAN,The Artist,222,Unknown,5di3B60lbMON8B1dSlcEpA,2021-06-25,2
2012,Skyfall,Adele,Skyfall,286,soft pop,6VObnIkLVruX4UVyxWhlqm,2012-10-04,86
2012,Right By My Side,"Nicki Minaj, Chris Brown",Pink Friday ... Roman Reloaded (Deluxe),265,Unknown,2bgW1SJqUjIkWcbxTPTIdy,2012-01-01,59
2012,You Da One,Rihanna,Talk That Talk,200,Unknown,3Yt9lRtS5V4nbJnwcgFgvC,2011-11-19,71
2012,Rolling in the Deep,Vazquez Sounds,Rolling in the Deep,228,Unknown,5ItpwLOgLKmCV1caENPmIB,2011-12-13,46
2012,You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),231,Unknown,1qrpoAMXodY6895hGKoUpA,2021-04-09,82
2012,First of the Year (Equinox),Skrillex,More Monsters and Sprites EP,261,"dubstep, edm, electro, electronic",5i7fZq3chLyCHo3VeB6goD,2011-06-07,67
2012,Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,205,Unknown,1kPpge9JDLpcj15qgrPbYX,2012-08-17,79
2012,Gotta Be You,One Direction,Up All Night,244,Unknown,3jJ5NJ3aNWvV70Rd7hgZIH,2012-05-25,64
2012,Sexy And I Know It,LMFAO,Sorry For Party Rocking,199,Unknown,70Vdd1gx5tn84jkAU31ASv,2011-01-01,72
2012,Price Tag,"Jessie J, B.o.B",Who You Are (Platinum Edition),223,Unknown,2fTsFCKRFQ5M0igJgabnLA,2011-01-01,80
2012,Don't Wake Me Up,Chris Brown,Fortune (Expanded Edition),222,r&b,18VfHIPaCo0s6FTi1Fnp6T,2012-07-03,65
2012,November Rain,Guns N' Roses,Use Your Illusion I,536,"rock, glam metal, hard rock, classic rock",3YRCqOhFifThpSRFJ1VWFM,1991-09-17,82
2012,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",Listen Up! The Official 2010 FIFA World Cup Album,202,latin pop,6bNB5gxFX6Q87DbQWb8OWZ,2010-05-28,69
2012,Got 2 Luv U (feat. Alexis Jordan),"Sean Paul, Alexis Jordan",Tomahawk Technique,204,dancehall,62pSYErgGri97X9aIyBzHm,2012-01-24,72
2012,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,188,Unknown,0laYHRpNTS6i8FXdupHkJ4,2011-01-01,83
2012,Drive By,Train,California 37,195,soft pop,0KAiuUOrLTIkzkpfpn9jb9,2012-04-17,83
2012,Stupid Hoe,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),196,Unknown,3iLUy0E1Jk5ayKG34Xb9XA,2012-01-01,50
2012,"You Get Me - From ""Talking Friends""",Tom and Angela,"You Get Me (From ""Talking Friends"")",165,Unknown,3w8Rsid0CYMkPilk1oWIaO,2012-01-01,51
2012,Princess of China,"Coldplay, Rihanna",Mylo Xyloto,239,Unknown,4HXOBjwv2RnLpGG4xWOO6N,2011-10-24,71
2012,Man Down,Rihanna,Loud,267,Unknown,1Bx0zEdVjkFlV27iKaePug,2010-11-16,74
2012,Fuiste Tú,"Ricardo Arjona, Gaby Moreno",Independiente,265,latin pop,7J6IYudWsxHy3stN5aMKSN,2011-09-23,75
